Sym_171834_c0_g1	GO:0009507;GO:0005739;GO:0003735;GO:0010239;GO:0009793;GO:0008380
Sym_147508_c0_g1	GO:0009507;GO:0009941;GO:0009534;GO:0009535;GO:0010287
Sym_63426_c0_g1	GO:0003824
Sym_272655_c0_g1	GO:0009055;GO:0010181
Sym_259957_c0_g1	GO:0016021;GO:0005886;GO:0005774;GO:0005524;GO:0042626;GO:0010329;GO:0010328;GO:0010315;GO:0060919;GO:0010540
Sym_148790_c2_g6	GO:0005739
Sym_91319_c1_g2	GO:0005814;GO:0005929;GO:0005874;GO:0005524;GO:0008017;GO:0003777;GO:0010457;GO:0060271;GO:0034454;GO:0007018
Sym_18244_c0_g1	GO:0005634;GO:0046872;GO:0004518
Sym_38509_c0_g1	GO:0034707;GO:0005254
Sym_130894_c0_g1	GO:0016021;GO:0046872;GO:0016740;GO:0016567
Sym_109346_c6_g4	GO:0016021;GO:0005743;GO:0005739;GO:0008495;GO:0045333;GO:0048034
Sym_77108_c0_g2	GO:0051285;GO:0032153;GO:0030428;GO:0005737;GO:0000917;GO:1902405;GO:0008360;GO:0061160
Sym_18144_c0_g1	GO:0005794;GO:0016021;GO:0005886;GO:0035579;GO:0070821;GO:0005524;GO:0000287;GO:0004012;GO:0007030;GO:0043312;GO:0045332
Sym_89904_c0_g1	GO:0005788;GO:0016757
Sym_249491_c0_g1	GO:0005886;GO:0005891;GO:0008332;GO:0070509;GO:0060402;GO:0030317;GO:0086010;GO:0019228;GO:0045956;GO:0034765
Sym_142968_c1_g1	GO:0030014;GO:0030015;GO:0005829;GO:0005634;GO:0000932;GO:0006977;GO:0031047;GO:0017148;GO:0000289;GO:0120162;GO:2000036;GO:0006355;GO:0001829
Sym_119023_c7_g1	GO:0072562;GO:0070062;GO:0031012;GO:0005576;GO:0005615;GO:0030234;GO:0004181;GO:0050821;GO:0030449
Sym_38620_c0_g1	GO:0016021;GO:0005886;GO:0005227
Sym_60151_c0_g1	GO:0005576;GO:0031093;GO:0045454;GO:0002576
Sym_57610_c0_g1	GO:0009507;GO:0009941;GO:0031969;GO:0005887;GO:0005351
Sym_314975_c0_g1	GO:0016788;GO:0016740;GO:0017000
Sym_181488_c0_g1	GO:0005634;GO:0090406;GO:0005524;GO:0000824;GO:0047326;GO:0051765;GO:0051766;GO:0052725;GO:0000823;GO:0019900;GO:0102732;GO:0009793;GO:0010264;GO:0009555;GO:0010183;GO:0006355;GO:0009749
Sym_45327_c0_g1	GO:0005737;GO:1990124;GO:0097482;GO:0031594;GO:0071598;GO:0005635;GO:0061176;GO:0061177;GO:0003730;GO:0003723;GO:0000900;GO:0008595;GO:0048149;GO:0016477;GO:0007268;GO:0048813;GO:0007281;GO:0042078;GO:0008258;GO:0007616;GO:0000278;GO:0050804;GO:0045786;GO:0042059;GO:0045892;GO:0017148;GO:0000288;GO:0048477;GO:0007280;GO:0060213;GO:0045727;GO:0016441;GO:0008582
Sym_104246_c3_g2	GO:0009535;GO:0016021;GO:0030076;GO:0009523;GO:0016168;GO:0009765;GO:0018298
Sym_21893_c0_g1	GO:0033263;GO:0030897;GO:0031902;GO:0032991;GO:0005774;GO:0006904
Sym_210242_c0_g1	GO:0140268;GO:0031234;GO:0016021;GO:0031227;GO:0005509;GO:0005544;GO:0031210;GO:0008429;GO:0035091;GO:0061817;GO:0006869
Sym_90612_c0_g1	GO:0005576;GO:0004190;GO:0007586
Sym_149188_c10_g1	GO:0005801;GO:0005793;GO:0033116;GO:0005794;GO:0016021;GO:0005654;GO:0015297;GO:0022857;GO:0036065;GO:0010629;GO:0045747;GO:0036066;GO:0015786
Sym_65098_c0_g1	GO:0036128;GO:0031514;GO:0005886;GO:0005227;GO:0005245;GO:0006816;GO:0030154;GO:0030317;GO:0007342;GO:0007275;GO:0051924;GO:0060296;GO:0034765;GO:0007283
Sym_278008_c0_g1	GO:0050660;GO:0010181;GO:0000049;GO:0017150
Sym_156870_c0_g1	GO:0043231;GO:0050412;GO:0080043;GO:0080044;GO:0050284;GO:0008194
Sym_73262_c0_g1	GO:0005524;GO:0046872;GO:0004674
Sym_54077_c0_g1	GO:0016021;GO:0005886
Sym_62051_c0_g2	GO:0016021;GO:0005764
Sym_11342_c0_g1	GO:0009507;GO:0005739;GO:0003677;GO:0010019;GO:0031930
Sym_42925_c0_g1	GO:0005654;GO:0005634;GO:0005525;GO:0004484;GO:0004651;GO:0004725;GO:0008138;GO:0008192;GO:0050355;GO:0006370;GO:0006396;GO:0006366;GO:0016032
Sym_54410_c0_g1	GO:0000139;GO:0016021;GO:0008454;GO:0046872;GO:0006486
Sym_242660_c0_g1	GO:0005829;GO:0005739;GO:0005730;GO:0005654;GO:0097322;GO:0005524;GO:0004004;GO:0019843;GO:0030515;GO:0006364;GO:0006366
Sym_83235_c0_g1	GO:0016324;GO:0016021;GO:0015204
Sym_80265_c0_g1	GO:0005524;GO:0003677;GO:0004386
Sym_69523_c0_g1	GO:0043596;GO:0005634;GO:0036310;GO:0005524;GO:0004520;GO:0004386;GO:0070530;GO:0046872;GO:0006974;GO:0032508;GO:0006281;GO:0036292;GO:0045910;GO:0031297;GO:0048478;GO:0009411
Sym_291229_c0_g1	GO:0005737;GO:0015035;GO:0045454;GO:0006662
Sym_61431_c0_g2	GO:0030176;GO:0030173;GO:0046964;GO:0022857
Sym_66827_c0_g1	GO:0005737;GO:0005634;GO:0030731;GO:0008757;GO:0006601;GO:0046498;GO:0046500
Sym_60380_c0_g1	GO:0005524;GO:0016887
Sym_32404_c0_g1	GO:0005829;GO:0005634;GO:0004746;GO:0009231
Sym_176053_c0_g1	GO:0005524;GO:0034459;GO:0004004;GO:0004386;GO:0003676;GO:0006397;GO:0009451
Sym_58156_c0_g1	GO:0010340;GO:0102130;GO:0009102
Sym_73201_c0_g1	GO:0005737;GO:0005768;GO:0016020;GO:0005777;GO:0000407;GO:0034271;GO:0034272;GO:0016303;GO:0005524;GO:0000045;GO:0030242;GO:0006897;GO:0046854;GO:0036092;GO:0048015;GO:0006468
Sym_163648_c0_g1	GO:0005576
Sym_283670_c0_g1	GO:0005509
Sym_75225_c0_g1	GO:0005829;GO:0043625;GO:0005634;GO:0003677;GO:0003887;GO:0006284;GO:0043137;GO:0006271;GO:0006273;GO:0006272;GO:0006298;GO:0090305;GO:0006289;GO:0006301;GO:0006278
Sym_44210_c0_g1	GO:0005737;GO:0005829;GO:0005764;GO:0016020;GO:0005739;GO:0005886;GO:0005509;GO:0004198;GO:0008092;GO:0019899;GO:0070301;GO:0060056;GO:0030837;GO:1901223;GO:0010666;GO:1903238;GO:0043117;GO:0016540;GO:0006508;GO:0032801;GO:0050790;GO:1990776;GO:0097264
Sym_103193_c4_g1	GO:0005886
Sym_310392_c0_g1	GO:0005737;GO:0005634;GO:0005524;GO:0005509;GO:0009931;GO:0005516;GO:0004683;GO:0035556;GO:0018105;GO:0046777;GO:0006468
Sym_98934_c2_g3	GO:0005524;GO:0005509;GO:0004674
Sym_158371_c0_g1	GO:0005509;GO:0007049;GO:0051301
Sym_37190_c0_g1	GO:0004048;GO:0000287;GO:0000162
Sym_45481_c0_g1	GO:0016021;GO:0005743;GO:0022857
Sym_240169_c0_g1	GO:0009507;GO:0009941;GO:0031969;GO:0016021;GO:0015297;GO:0015238
Sym_117310_c2_g3	GO:0005829;GO:0005634;GO:0003755;GO:0003723;GO:0008270;GO:1901407
Sym_7851_c0_g1	GO:0005829;GO:0005759;GO:0005967;GO:0005739;GO:0005654;GO:0005524;GO:0042803;GO:0004672;GO:0004740;GO:0031670;GO:0034614;GO:0042593;GO:0006006;GO:0008286;GO:0072332;GO:0010510;GO:0050848;GO:0010565;GO:0006111;GO:0010906;GO:0006885
Sym_21859_c0_g1	GO:0061631;GO:0000209;GO:0006511
Sym_17111_c0_g1	GO:0005794;GO:0000139;GO:0016021;GO:0008375;GO:0003827;GO:0030145;GO:0001701;GO:0006486;GO:0006487;GO:0018279;GO:0006049
Sym_205037_c0_g1	GO:0005829;GO:0005654;GO:0005666;GO:0003899;GO:0003690;GO:0051607;GO:0045087;GO:0045089;GO:0032728;GO:0006359;GO:0006383
Sym_77315_c0_g1	GO:0005737;GO:0008474;GO:0006631
Sym_177908_c0_g1	GO:0005885;GO:0005737;GO:0005634;GO:0051015;GO:0007015;GO:0034314
Sym_41387_c0_g1	GO:0005737;GO:0005829;GO:0005634;GO:0000151;GO:0050681;GO:0046872;GO:0031624;GO:0061630;GO:0019787;GO:0032436;GO:0045893;GO:0000209;GO:0060765;GO:0006355;GO:0006511
Sym_67201_c0_g2	GO:0009507;GO:0009570;GO:0046872;GO:0004721
Sym_83072_c0_g1	GO:0005749;GO:0005739;GO:0045273;GO:0045281;GO:0051537;GO:0051538;GO:0051539;GO:0009055;GO:0008177;GO:0000104;GO:0008270;GO:0009060;GO:0006121;GO:0022904;GO:0006099
Sym_103763_c7_g1	GO:0010494;GO:0005634;GO:0005840;GO:0008143;GO:1990841;GO:0034236;GO:0008428;GO:0006397;GO:0051028;GO:0060211;GO:0006446
Sym_104059_c4_g4	GO:0009897;GO:0031012;GO:0019898;GO:0016021;GO:0030658;GO:0042589;GO:0005044;GO:0035375;GO:0030154;GO:0050829;GO:0050830;GO:0007275;GO:0015031
Sym_172616_c0_g1	GO:0005737;GO:0005794;GO:0005509;GO:0004198;GO:0007586;GO:0006508
Sym_122860_c0_g3	GO:0016021;GO:0005886;GO:0008076;GO:0005251;GO:0005249;GO:0001508;GO:0007268;GO:0008345;GO:0045938;GO:0071805;GO:0006813;GO:0051260;GO:0008016;GO:0034765;GO:0060025
Sym_273348_c0_g1	GO:0005737;GO:0030286;GO:0005874;GO:0005875;GO:0005524;GO:0008569;GO:0045505;GO:0045503;GO:0051959;GO:0003777;GO:0003774;GO:0007018
Sym_57154_c0_g1	GO:0016020;GO:0046872;GO:0019904;GO:0070063;GO:0006397;GO:0006366
Sym_238207_c0_g1	GO:0005737;GO:0052823;GO:0018771;GO:0042803;GO:0019380
Sym_245683_c0_g1	GO:0005654;GO:0005634;GO:0005666;GO:0000418;GO:0003677;GO:0003899;GO:0046872;GO:0031047;GO:0010495;GO:0030422;GO:0006383
Sym_75007_c0_g1	GO:0046872;GO:0004725
Sym_98739_c0_g1	GO:0005737;GO:0005634;GO:0005524;GO:0004386;GO:0003723;GO:0000184;GO:0006364
Sym_76515_c0_g2	GO:0030424;GO:0043679;GO:0005829;GO:0030425;GO:0005783;GO:0005794;GO:0005634;GO:0032993;GO:0008076;GO:0005509;GO:0048306;GO:0001046;GO:0003677;GO:0044325;GO:0000287;GO:0005267;GO:0015459;GO:0008022;GO:0042803;GO:0043565;GO:0005244;GO:0006915;GO:0048266;GO:0006886;GO:0000122;GO:0045892;GO:0006813;GO:0072659;GO:0043523;GO:1901379;GO:0048265;GO:0019233
Sym_72905_c0_g1	GO:0005930;GO:0030286;GO:0036156;GO:0005874;GO:0036126;GO:0005524;GO:0008569;GO:0045505;GO:0045503;GO:0051959;GO:0003777;GO:0060294;GO:0003351;GO:0030317;GO:0036159;GO:0007018;GO:0007288
Sym_64969_c0_g1	GO:0005789;GO:0016021;GO:0031090;GO:0020037;GO:0046872;GO:0055114
Sym_12234_c0_g1	GO:0005737;GO:0005524;GO:0004674;GO:0035556;GO:0018105
Sym_216832_c0_g1	GO:0016021;GO:0005886;GO:0008076;GO:0005251;GO:0005249;GO:0071805;GO:0051260;GO:0034765
Sym_141552_c3_g1	GO:0005737;GO:0022627;GO:0043209;GO:0005654;GO:0005634;GO:0046872;GO:0031386;GO:0003735;GO:0031625;GO:0006281;GO:0019941;GO:0016567;GO:0006412
Sym_172081_c0_g1	GO:0005829;GO:0005634;GO:0016787
Sym_205106_c0_g1	GO:0005788;GO:0005789;GO:0030246;GO:0030970;GO:0030433
Sym_127665_c2_g1	GO:0000777;GO:0005737;GO:0000776;GO:0035371;GO:0030496;GO:0005634;GO:0005524;GO:0003777;GO:0051010;GO:0051315;GO:0051301;GO:0030951;GO:0051310;GO:0007019;GO:0007018;GO:0007080;GO:0051983
Sym_159410_c0_g1	GO:0033391;GO:0005737;GO:0043186;GO:0071546;GO:0046872;GO:0043046;GO:0031047;GO:0007281;GO:0051321;GO:0007275;GO:0034587;GO:0007283
Sym_93410_c0_g1	GO:0016787
Sym_276561_c0_g1	GO:0016021;GO:0016263;GO:0046872;GO:0001525;GO:0001822;GO:0016267
Sym_24941_c0_g1	GO:0016021;GO:0005886
Sym_92117_c0_g1	GO:0005737;GO:0005524;GO:0042626
Sym_237999_c0_g1	GO:0005887;GO:0035841;GO:0005886;GO:0005262;GO:0070588;GO:0060402;GO:0071482;GO:0007216;GO:0051262;GO:0046548;GO:0007601
Sym_174644_c0_g1	GO:0034464;GO:0034451;GO:0060170;GO:0035869;GO:0005929;GO:0005829;GO:0016020;GO:0000242;GO:0060271;GO:0045444;GO:0061512;GO:0015031;GO:0050896;GO:0007601
Sym_125439_c0_g1	GO:0016021;GO:0005886;GO:0005524;GO:0015086;GO:0008551;GO:0046872;GO:0005385;GO:0016463;GO:0055069
Sym_244501_c0_g1	GO:0016607;GO:0005654;GO:0000398
Sym_272081_c0_g1	GO:0000079;GO:0007346
Sym_119235_c0_g2	GO:0005634;GO:0005509;GO:0019722;GO:0051300
Sym_177838_c0_g1	GO:0005768;GO:0015031;GO:1990126
Sym_22248_c0_g1	GO:0005576;GO:0005773;GO:0006952;GO:0009607
Sym_69812_c0_g1	GO:0043231;GO:0016020;GO:0005886;GO:0051507;GO:0102203;GO:0102205;GO:0102202;GO:0016906;GO:0008194;GO:0005975;GO:0030259;GO:0048316;GO:0016126;GO:0016125
Sym_110499_c1_g1	GO:0005737;GO:0016020;GO:0005634;GO:0005524;GO:0005509;GO:0009931;GO:0005516;GO:0004683;GO:0009738;GO:0035556;GO:0018105;GO:0046777;GO:0009751
Sym_18855_c0_g1	GO:0005737;GO:0005886;GO:0001671;GO:0051082;GO:0006457
Sym_185754_c0_g1	GO:0005737;GO:0005829;GO:0005794;GO:0016020;GO:0005086;GO:0004842;GO:0021702;GO:0010507;GO:0050885;GO:0031175
Sym_65023_c0_g1	GO:0016021;GO:0009705;GO:0005886;GO:0022821;GO:0090333;GO:0009624
Sym_45433_c0_g1	GO:0005737;GO:0005634;GO:0003729;GO:0000340;GO:0006370;GO:0051028
Sym_76832_c0_g1	GO:0005794;GO:0000139;GO:0005887;GO:0005770;GO:0016020;GO:0005739;GO:0048471;GO:0005802;GO:0032588;GO:0005524;GO:0005507;GO:0005375;GO:0004008;GO:0043682;GO:0006878;GO:0006882;GO:0015677;GO:0006825;GO:0034220;GO:0007595;GO:0015680;GO:0046688;GO:0051208
Sym_137441_c0_g2	GO:0005615
Sym_276431_c0_g1	GO:0016020;GO:0005509;GO:0004435;GO:0045184;GO:0032959;GO:0035556;GO:0016042;GO:0050922;GO:0050764;GO:0030587
Sym_87276_c0_g1	
Sym_157309_c0_g1	GO:0005737;GO:0005874;GO:0005524;GO:0008017;GO:0003777;GO:0007049;GO:0051301;GO:0007018
Sym_142137_c4_g1	GO:0005737;GO:0005874;GO:0005875;GO:0045202;GO:0005524;GO:0008017;GO:0003777;GO:0048489;GO:0047496
Sym_185739_c0_g1	GO:0005634;GO:0005524;GO:0061631;GO:0061186;GO:0031939;GO:0043161;GO:0070647;GO:0000209;GO:0006511
Sym_168821_c0_g1	GO:0030286;GO:0036156;GO:0005874;GO:0005524;GO:0008569;GO:0005509;GO:0045505;GO:0045503;GO:0051959;GO:0003341;GO:0036159;GO:0007018
Sym_86804_c1_g1	GO:0005737;GO:0000118;GO:0005634;GO:0005516;GO:0004407;GO:0032041;GO:0003714;GO:0008134;GO:0006915;GO:0006974;GO:0006325;GO:0016575;GO:0035556;GO:0000122;GO:0045664
Sym_21989_c0_g1	GO:0005829;GO:0005777;GO:0051537;GO:0009055;GO:0071949;GO:0050660;GO:0070674;GO:0005506;GO:0030151;GO:0043546;GO:0004854;GO:0004855;GO:0034418;GO:0009115
Sym_138025_c8_g2	GO:0004724;GO:0046872;GO:0004722
Sym_24265_c0_g1	GO:0005737;GO:0005634;GO:0005524;GO:0004839;GO:0006974;GO:0032446;GO:0016567
Sym_275608_c0_g1	GO:0005739
Sym_277066_c0_g1	GO:0030014;GO:0005634;GO:0000932;GO:0030331;GO:0032947;GO:0042974;GO:0048589;GO:0031047;GO:0033147;GO:0048387;GO:0000122;GO:0017148;GO:0010606;GO:1900153;GO:0060213
Sym_32136_c0_g1	GO:0010494;GO:0071014;GO:0003723;GO:0006406;GO:0006397;GO:0006417
Sym_43484_c0_g1	GO:0016021;GO:0005886
Sym_92548_c0_g1	GO:0005886;GO:0009506;GO:0005544;GO:0071277;GO:0006952;GO:0060548;GO:0045793;GO:0009270;GO:0009266
Sym_277479_c0_g1	GO:0003844;GO:0102752;GO:0043169;GO:0004553;GO:0005975;GO:0005978
Sym_244170_c0_g1	GO:0051213;GO:0046872;GO:0016706;GO:0106145;GO:0071369;GO:0071281;GO:0071732;GO:0009805;GO:0106147;GO:0010039
Sym_272632_c0_g1	GO:0016799;GO:1901135
Sym_176884_c0_g1	GO:0005524;GO:0016887;GO:0047730;GO:0010181;GO:0102102;GO:0046872;GO:0035499
Sym_225448_c0_g1	GO:0005739
Sym_29557_c0_g2	GO:0005737;GO:0061672;GO:0004044;GO:0008242;GO:0008233;GO:0006541;GO:0006751
Sym_63336_c0_g1	GO:0016021;GO:0005886
Sym_175833_c0_g1	GO:0005737;GO:0010494;GO:0005829;GO:0005874;GO:0000932;GO:0048471;GO:0004534;GO:0000287;GO:0004540;GO:0003723;GO:0000741;GO:0000184;GO:0090502;GO:0006364
Sym_34054_c0_g1	GO:0005829;GO:0030552;GO:0007283
Sym_243513_c0_g1	GO:0005886;GO:0005891;GO:0008332;GO:0070509;GO:0060402;GO:0030317;GO:0086010;GO:0019228;GO:0045956;GO:0034765
Sym_12341_c0_g1	GO:0005783;GO:0005794;GO:0016021;GO:0016020;GO:0003881;GO:0046872;GO:0006661;GO:0008654
Sym_78373_c0_g1	GO:0016324;GO:0034451;GO:0005929;GO:0046872;GO:0036159;GO:0044458;GO:0036158;GO:1905505
Sym_101501_c0_g2	GO:0005737;GO:0005829;GO:0033620;GO:0000228;GO:0005634;GO:0034064;GO:0003723;GO:0007127;GO:1900237;GO:1904514;GO:0051446;GO:1905191;GO:0110046
Sym_142252_c1_g4	GO:0009535;GO:0016021;GO:0030076;GO:0009523;GO:0016168;GO:0009765;GO:0018298
Sym_272158_c0_g1	GO:0005524;GO:0004674
Sym_173607_c0_g1	GO:0071013;GO:0005686;GO:0071004;GO:0005684;GO:0003723;GO:0000398
Sym_172126_c0_g1	GO:0005737;GO:0005829;GO:0016020;GO:0005739;GO:0009506;GO:0000151;GO:0061630;GO:0004842;GO:0016567
Sym_246041_c0_g1	GO:0005737;GO:0098853;GO:0016021;GO:0071561;GO:0035091;GO:0015031;GO:1990854
Sym_119023_c6_g2	GO:0016021;GO:0043231;GO:0043541;GO:0015020;GO:0008194;GO:0071412
Sym_282309_c0_g1	GO:0016021;GO:0030552;GO:0030553;GO:0005216;GO:0050896;GO:0007608
Sym_274123_c0_g1	GO:0005868;GO:0005881;GO:0005643;GO:1990429;GO:0005777;GO:0008574;GO:0040001;GO:0030473;GO:0051292;GO:2000582
Sym_204844_c0_g1	GO:0016020;GO:0004724;GO:0046872;GO:0004722
Sym_206149_c0_g1	GO:0005634;GO:0051059;GO:0016279;GO:0032088;GO:0018026;GO:0050727
Sym_22229_c0_g1	GO:0005829;GO:0005769;GO:0031901;GO:0005730;GO:0055037;GO:0003677;GO:0017137;GO:0017112;GO:0008270;GO:0006897;GO:0006612
Sym_62313_c0_g1	GO:0005783;GO:0005788;GO:0003756;GO:0045454;GO:0006457;GO:0034976
Sym_116395_c3_g6	GO:0005886;GO:0003954
Sym_106388_c7_g3	GO:0005737;GO:0005634;GO:0005524;GO:0046872;GO:0004674;GO:0006915;GO:0035329
Sym_154078_c0_g1	GO:0005737;GO:0034062;GO:0070566;GO:0005524;GO:0046872;GO:0004652;GO:0006397;GO:0007275;GO:2000626;GO:0048477;GO:0043631;GO:0043489
Sym_94944_c0_g1	GO:0005524;GO:0004674;GO:0007165
Sym_41900_c0_g1	GO:0005737;GO:0005829;GO:0005634;GO:0046872;GO:0061659;GO:0070647;GO:0006366
Sym_282215_c0_g1	GO:0030424;GO:0044297;GO:0005829;GO:0030425;GO:0043197;GO:0016021;GO:0043231;GO:0016020;GO:0045211;GO:0016206;GO:0102084;GO:0000287;GO:0102938;GO:0042424;GO:0016036;GO:0032502;GO:0042420;GO:0042417;GO:0008210;GO:0007565;GO:0007612;GO:0048609;GO:0045963;GO:0035814;GO:0048662;GO:0042135;GO:0050668;GO:0051930;GO:0042493;GO:0043627;GO:0032496;GO:0014070;GO:0048265;GO:0046498;GO:0046500;GO:0007614
Sym_90212_c0_g2	GO:0005737;GO:0005829;GO:0005730;GO:0005654;GO:0005634;GO:0016018;GO:0030331;GO:0031072;GO:0030544;GO:0051879;GO:0003755;GO:0008134;GO:0051082;GO:0006915;GO:0071492;GO:0061077;GO:0034389;GO:0000122;GO:0043065;GO:0050714;GO:0045070;GO:0006457;GO:0000413;GO:0042026;GO:0015031;GO:0065003;GO:0019076
Sym_41991_c0_g1	GO:0005634;GO:0048471
Sym_207093_c0_g1	GO:0009507;GO:0009570;GO:0009535;GO:0080124;GO:0015996
Sym_46191_c0_g1	GO:0005737;GO:0003723;GO:0016434
Sym_273522_c0_g1	GO:0016021
Sym_84356_c0_g1	GO:0005737;GO:0005849;GO:0005654;GO:0005634;GO:1990904;GO:0003730;GO:0003723;GO:0006379;GO:0006378
Sym_91416_c0_g2	GO:0005737;GO:0005829;GO:0070062;GO:0031415;GO:0005634;GO:0005667;GO:0043022;GO:0017196;GO:0006474;GO:0043066;GO:0045893;GO:0050821
Sym_85431_c0_g1	GO:0005634
Sym_58984_c0_g1	GO:0016607;GO:0005634;GO:0005681;GO:0006397;GO:0008380
Sym_248188_c0_g1	GO:0005788;GO:0046527;GO:0030158;GO:0035251;GO:0035252;GO:0007369;GO:0060537;GO:0045747;GO:0006493;GO:0018242;GO:0010470
Sym_65642_c0_g1	GO:0009507;GO:0003949;GO:0000105;GO:0000162
Sym_275575_c0_g1	GO:0005737;GO:0004853;GO:0006782
Sym_20477_c0_g1	GO:0005737;GO:0005871;GO:0005874;GO:0003777;GO:0046843;GO:0007018
Sym_18101_c0_g1	GO:0005829;GO:0070381;GO:0005794;GO:0000139;GO:0005802;GO:0005525;GO:0003924;GO:0031489;GO:0019904;GO:0019882;GO:0034498;GO:0018125;GO:0034067;GO:0015031;GO:0006890
Sym_154069_c0_g1	GO:0005737;GO:0005524;GO:0031072;GO:0051082;GO:0008270;GO:0006260;GO:0006457;GO:0009408
Sym_205529_c0_g1	GO:0009507;GO:0005737;GO:0005829;GO:0004477;GO:0004488;GO:0009853;GO:0044030;GO:0035999;GO:0046653
Sym_13380_c0_g1	GO:0016021;GO:0055085
Sym_76752_c0_g1	GO:0009507;GO:0009570;GO:0005739;GO:0009505;GO:0046872;GO:0042586;GO:0043686;GO:0031365;GO:0018206;GO:0006412
Sym_210178_c0_g1	GO:0005576;GO:0004556;GO:0103025;GO:0043169;GO:0005975
Sym_274097_c0_g1	GO:0016021;GO:0005886;GO:0042802;GO:0006811;GO:0055085
Sym_210170_c0_g1	GO:0005759;GO:0005730;GO:0052909;GO:0003723;GO:0000179;GO:0031167
Sym_78892_c0_g1	GO:0000139;GO:0016021;GO:0016020;GO:0008375;GO:0005975;GO:0009101;GO:0050680;GO:0016266;GO:0006493
Sym_109832_c3_g7	GO:0005886;GO:0005525;GO:0003924;GO:0016339;GO:0006886;GO:0009306;GO:0032482;GO:0031157;GO:0017157;GO:0006904
Sym_177938_c0_g1	GO:0016811;GO:0019740;GO:0006212
Sym_44189_c0_g1	GO:0030870;GO:0000784;GO:0042405;GO:0005654;GO:0003684;GO:0047485;GO:0008134;GO:0032508;GO:0006281;GO:0006302;GO:0000724;GO:0051321;GO:0007093;GO:0007095;GO:0048145;GO:0042770;GO:0016233;GO:0000723
Sym_51295_c0_g1	GO:0005618;GO:0034081;GO:0004316;GO:0004315;GO:0000036;GO:0031177;GO:0071770;GO:0006633;GO:0055114;GO:0097041;GO:0097040
Sym_152051_c6_g1	GO:0005768;GO:0005794;GO:0000139;GO:0016021;GO:0016020;GO:0005802;GO:0015020;GO:0046872;GO:1990482;GO:0046513
Sym_82774_c0_g1	GO:0012505;GO:0070062;GO:0030175;GO:0030027;GO:0016020;GO:0005902;GO:0005886;GO:0030552;GO:0005085;GO:0019904;GO:0017034;GO:0001525;GO:0019933;GO:0008283;GO:0071320;GO:0061028;GO:0034242;GO:0045766;GO:0043547;GO:0033138;GO:1901985;GO:0046827;GO:0051496;GO:0060143;GO:0032486;GO:2000249;GO:0050796;GO:0007165
Sym_289929_c0_g1	GO:0016021;GO:0015144
Sym_55079_c0_g1	GO:0005814;GO:0005813;GO:0036064;GO:0005929;GO:0005634;GO:0032391;GO:0071942;GO:0005509;GO:0031683;GO:0032795;GO:0008017;GO:0019722;GO:0007099;GO:0000226;GO:0000281;GO:0006289;GO:0010824;GO:0032465;GO:0007283
Sym_156558_c0_g1	GO:0005576;GO:0003993;GO:0008199;GO:0008198
Sym_102670_c3_g2	GO:0016021;GO:0007186;GO:0019236
Sym_85386_c0_g1	GO:0005739;GO:0004792
Sym_41765_c0_g1	GO:0005739;GO:0004314;GO:0004312;GO:0006633
Sym_244921_c0_g1	GO:0005737;GO:0005829;GO:0005739;GO:0005634;GO:0016272;GO:0044183;GO:0051082;GO:0051495;GO:0006457
Sym_57870_c0_g2	GO:0004842
Sym_20325_c0_g1	GO:0016021;GO:0005770;GO:0031902;GO:0030165;GO:0019887;GO:0007399
Sym_243608_c0_g1	GO:0003723;GO:0120159;GO:0001522;GO:0006364
Sym_38884_c0_g1	
Sym_107722_c0_g1	GO:0005886;GO:0005891;GO:0008332;GO:0005245;GO:0070509;GO:0030317;GO:0086010;GO:0019228;GO:0045956;GO:0034765;GO:0007165;GO:0030431
Sym_177859_c0_g1	GO:0016491
Sym_72829_c0_g1	GO:0005737;GO:0120014;GO:0120010
Sym_177996_c0_g1	GO:0005789;GO:0016021;GO:0043231;GO:0080101;GO:0000773;GO:0004608;GO:0006656;GO:0008654
Sym_246150_c0_g1	GO:0000421;GO:0000045;GO:0015031
Sym_272335_c0_g1	GO:0005829;GO:0005634;GO:0030170;GO:0042816
Sym_163423_c0_g1	GO:0005576
Sym_11396_c0_g1	GO:0005783;GO:0005789;GO:0016021;GO:0005886;GO:0005802;GO:0005524;GO:0000287;GO:0004012;GO:0032456;GO:0006886;GO:0045332;GO:0006892
Sym_112513_c1_g2	GO:0005887;GO:0008519;GO:0072488
Sym_75153_c0_g1	
Sym_37326_c0_g1	GO:0005737;GO:0005829;GO:0005789;GO:0005759;GO:0031966;GO:0042405;GO:0005730;GO:0005634;GO:0005886;GO:0051117;GO:0004407;GO:0042802;GO:1990380;GO:0061578;GO:0001012;GO:0004843;GO:0036459;GO:0031625;GO:0030036;GO:0034605;GO:0071218;GO:0035640;GO:0070932;GO:0045104;GO:0000226;GO:0035520;GO:1904294;GO:0043161;GO:0016579;GO:0071108;GO:0070536;GO:1904379;GO:0006515;GO:0010810;GO:0006511
Sym_75548_c0_g1	GO:0005634;GO:0003723;GO:0006406;GO:0006397
Sym_77632_c0_g1	GO:0016021;GO:0005886;GO:0005229;GO:0017128;GO:0061591;GO:0061590;GO:0061589;GO:0006821;GO:0034220;GO:1902939
Sym_106840_c1_g3	GO:0016021;GO:0005743;GO:0022857;GO:0006843
