"","pval","direction","color"
"28/45 protein transmembrane transport",0.000236620100954597,1,"firebrick1"
"136/308 establishment of protein localization to organelle",3.84588085982491e-08,1,"firebrick1"
"68/136 protein import",2.97869153333792e-07,1,"firebrick1"
"21/33 protein transmembrane import into intracellular organelle",0.000398062336296754,1,"firebrick1"
"5/8 RNA import into nucleus",0.0432457621085148,1,"lightcoral"
"57/118 protein localization to nucleus",0.00173189693177766,1,"firebrick1"
"6/7 negative regulation of nucleobase-containing compound transport",0.0133308041321046,1,"lightcoral"
"63/129 mRNA transport",1.74945985906198e-11,1,"firebrick1"
"32/75 mRNA export from nucleus",1.12102365196949e-05,1,"firebrick1"
"100/207 nucleobase-containing compound transport",1.01343530015127e-15,1,"firebrick1"
"19/43 protein export from nucleus",0.00753781763996766,1,"firebrick1"
"61/136 nuclear export",1.20021263892538e-07,1,"firebrick1"
"537/1239 intracellular transport",1.12638765780149e-13,1,"firebrick1"
"90/208 nuclear transport",1.92104675938376e-07,1,"firebrick1"
"13/16 rRNA-containing ribonucleoprotein complex export from nucleus",0.000143784908303836,1,"firebrick1"
"47/101 RNA export from nucleus",1.9136630420468e-10,1,"firebrick1"
"38/71 regulation of nucleocytoplasmic transport",0.0165600430070728,1,"lightcoral"
"14/17 regulation of nucleobase-containing compound transport",0.0271299206975292,1,"lightcoral"
"20/36 regulation of protein import",0.0316805232974009,1,"lightcoral"
"41/67 regulation of protein localization to nucleus",0.00786965008831473,1,"firebrick1"
"19/35 mitochondrial respiratory chain complex assembly",0.0116291746965305,1,"lightcoral"
"13/15 mitochondrial protein processing",0.00590928167713267,1,"firebrick1"
"9/11 cristae formation",0.00301797025412663,1,"firebrick1"
"31/53 mitochondrial membrane organization",0.00370928560533565,1,"firebrick1"
"10/16 inner mitochondrial membrane organization",0.0021810557908777,1,"firebrick1"
"30/59 organelle disassembly",0.000398062336296754,1,"firebrick1"
"24/43 autophagy of mitochondrion",0.0338629706847541,1,"lightcoral"
"108/247 mitochondrion organization",0.0170060844639742,1,"lightcoral"
