delta.rank	pval	level	nseqs	term	name	p.adj	goDivision
217	0.170688274988464	3	1015	GO:0015031;GO:0045184	establishment of protein localization	0.596674028075279	BP
-2021	0.170954872788496	2	11	GO:0051084	'de novo' posttranslational protein folding	0.596674028075279	BP
708	0.171003994421778	4	90	GO:1903828	negative regulation of protein localization	0.596674028075279	BP
-1859	0.171115920788157	5	13	GO:0006465	signal peptide processing	0.596674028075279	BP
-1790	0.171254960222062	3	14	GO:0035751	regulation of lysosomal lumen pH	0.596674028075279	BP
649	0.171573156181862	2	107	GO:0016049	cell growth	0.596961588120941	BP
1788	0.171922640872565	2	14	GO:0000076	DNA replication checkpoint signaling	0.596961588120941	BP
-1930	0.172059467231855	2	12	GO:1900181	negative regulation of protein localization to nucleus	0.596961588120941	BP
784	0.172188708360301	2	73	GO:0042113	B cell activation	0.596961588120941	BP
-1045	0.172275684972963	5	41	GO:0007215	glutamate receptor signaling pathway	0.596961588120941	BP
-456	0.17236815578535	4	217	GO:0048167	regulation of synaptic plasticity	0.596961588120941	BP
619	0.172527338252493	2	117	GO:0007584	response to nutrient	0.596961588120941	BP
-435	0.17302440158626	2	238	GO:0010720	positive regulation of cell development	0.597885497696179	BP
-1145	0.173156736695527	-1	34	GO:0009405	obsolete pathogenesis	0.597885497696179	BP
2010	0.173365212637906	5	11	GO:0031914	negative regulation of synaptic plasticity	0.597885497696179	BP
1721	0.173475319519478	3	15	GO:1900426;GO:1900424	regulation of defense response to bacterium	0.597885497696179	BP
1922	0.173789090635609	6	12	GO:0045736;GO:1904030	negative regulation of cyclin-dependent protein serine/threonine kinase activity	0.598249551574089	BP
1142	0.173921637857957	3	34	GO:0048260	positive regulation of receptor-mediated endocytosis	0.598249551574089	BP
-1844	0.174563315539791	2	13	GO:0043173	nucleotide salvage	0.599869240876464	BP
-1108	0.174830194626604	2	36	GO:0032435;GO:1901799;GO:2000059	negative regulation of ubiquitin-dependent protein catabolic process	0.600199065032877	BP
1193	0.175262981804565	2	31	GO:0006534	cysteine metabolic process	0.601097257907844	BP
-742	0.175970732294459	5	80	GO:0006690	icosanoid metabolic process	0.602411668900076	BP
-1838	0.175989285959988	3	13	GO:0010566;GO:0090030;GO:0046885	regulation of hormone biosynthetic process	0.602411668900076	BP
636	0.176273158525454	2	109	GO:1902107;GO:1903708	positive regulation of leukocyte differentiation	0.602432982830526	BP
499	0.17633858381258	2	178	GO:0071363;GO:0070848	response to growth factor	0.602432982830526	BP
633	0.178258976474354	3	109	GO:0030433;GO:0036503	ERAD pathway	0.607850431903524	BP
-807	0.178270485438676	2	67	GO:0006767	water-soluble vitamin metabolic process	0.607850431903524	BP
1758	0.179060112454606	6	14	GO:0030497	fatty acid elongation	0.609451436303147	BP
-2080	0.17908709631687	2	10	GO:0071462	cellular response to water stimulus	0.609451436303147	BP
-295	0.179534898442226	2	510	GO:0043269	regulation of ion transport	0.610383894800675	BP
-412	0.180155314870435	4	258	GO:0045926	negative regulation of growth	0.611568463758872	BP
1340	0.180242715447283	5	24	GO:0007044;GO:0150115	cell-substrate junction organization	0.611568463758872	BP
1467	0.180405731336615	2	20	GO:0051568	histone H3-K4 methylation	0.611568463758872	BP
-349	0.180603237009064	2	360	GO:0007611;GO:0050890	cognition	0.6116476069198	BP
484	0.180919185272696	2	185	GO:0043087	regulation of GTPase activity	0.611797870694535	BP
394	0.181166232427898	3	280	GO:2000113	negative regulation of cellular macromolecule biosynthetic process	0.611797870694535	BP
-1691	0.181170212278564	2	15	GO:0001833	inner cell mass cell proliferation	0.611797870694535	BP
1463	0.181568488191598	10	20	GO:0070979	protein K11-linked ubiquitination	0.61237625359316	BP
1259	0.181765150364784	2	27	GO:0015804	neutral amino acid transport	0.61237625359316	BP
-408	0.181864587841021	1	261	GO:0016032	viral process	0.61237625359316	BP
-405	0.182507569016401	5	264	GO:0007612	learning	0.613776270736461	BP
-671	0.182629898325627	5	95	GO:0018298	protein-chromophore linkage	0.613776270736461	BP
-1279	0.182917770667258	3	26	GO:0009312	oligosaccharide biosynthetic process	0.614156033062534	BP
-2060	0.183326998293867	5	10	GO:0002318	myeloid progenitor cell differentiation	0.614942137543516	BP
379	0.184282329189573	3	299	GO:0048812;GO:0120039;GO:0048858;GO:0032990;GO:0032989	cell part morphogenesis	0.617153107703106	BP
-691	0.184337588263257	2	89	GO:0007030	Golgi organization	0.617153107703106	BP
-1147	0.185544956326318	2	32	GO:0071470	cellular response to osmotic stress	0.617715499873601	BP
-2050	0.185560496821708	4	10	GO:1903401;GO:1902022	L-lysine transmembrane transport	0.617715499873601	BP
811	0.185577341579082	2	64	GO:0055088	lipid homeostasis	0.617715499873601	BP
-1204	0.185599389191481	3	29	GO:0001994	norepinephrine-epinephrine vasoconstriction involved in regulation of systemic arterial blood pressure	0.617715499873601	BP
1954	0.185665781610767	2	11	GO:0120255	olefinic compound biosynthetic process	0.617715499873601	BP
-663	0.185734614769216	3	96	GO:0002250	adaptive immune response	0.617715499873601	BP
1572	0.185736779005274	2	17	GO:0021795	cerebral cortex cell migration	0.617715499873601	BP
-1063	0.18689773288983	2	37	GO:0043090	amino acid import	0.620653694034254	BP
580	0.187213842455565	2	125	GO:0050866	negative regulation of cell activation	0.620653694034254	BP
1377	0.187241105222629	3	22	GO:2000758;GO:1901985;GO:0035066	positive regulation of protein acetylation	0.620653694034254	BP
-2041	0.187327139998949	2	10	GO:0016080	synaptic vesicle targeting	0.620653694034254	BP
308	0.188612192645748	2	447	GO:0010035	response to inorganic substance	0.62415180089702	BP
-1720	0.188775493623222	2	14	GO:0007035	vacuolar acidification	0.62415180089702	BP
1216	0.189131740560849	3	28	GO:0003151	outflow tract morphogenesis	0.62415180089702	BP
-1004	0.189399075773827	2	41	GO:0006471	protein ADP-ribosylation	0.62415180089702	BP
2031	0.189520157149004	2	10	GO:0016319	mushroom body development	0.62415180089702	BP
319	0.189670322926531	2	414	GO:0048609	multicellular organismal reproductive process	0.62415180089702	BP
-1214	0.189711739714299	2	28	GO:1901570	fatty acid derivative biosynthetic process	0.62415180089702	BP
1935	0.189888769878643	2	11	GO:0036258;GO:0036257	multivesicular body organization	0.62415180089702	BP
1042	0.189982424589668	5	38	GO:0042073	intraciliary transport	0.62415180089702	BP
-935	0.190907052629038	3	47	GO:0062014	negative regulation of small molecule metabolic process	0.625564468228205	BP
726	0.191088409284997	6	78	GO:0007528	neuromuscular junction development	0.625564468228205	BP
-1115	0.191112523293502	2	33	GO:0035825	homologous recombination	0.625564468228205	BP
639	0.191125018899601	2	101	GO:0010172;GO:0010171	body morphogenesis	0.625564468228205	BP
-356	0.191707451486457	5	329	GO:0032102	negative regulation of response to external stimulus	0.625564468228205	BP
-1467	0.191751102215023	3	19	GO:0060073;GO:0001985;GO:0010459;GO:0097195;GO:0060452;GO:0045989;GO:1903997;GO:1903995	positive regulation of striated muscle contraction	0.625564468228205	BP
964	0.191997722236716	3	44	GO:0140013;GO:0000280;GO:0007140	nuclear division	0.625564468228205	BP
-1549	0.192179275673587	3	17	GO:0002479;GO:0042590;GO:0006521	antigen processing and presentation of exogenous peptide antigen via MHC class I	0.625564468228205	BP
-1707	0.192198127629932	2	14	GO:0044827;GO:0044788	modulation by host of viral process	0.625564468228205	BP
-505	0.192289753384332	3	161	GO:0009611	response to wounding	0.625564468228205	BP
-1228	0.192543650983596	2	27	GO:0033574	response to testosterone	0.625564468228205	BP
869	0.192842395863771	2	54	GO:0050766	positive regulation of phagocytosis	0.625564468228205	BP
1503	0.192916521074515	2	18	GO:0006409;GO:0051031;GO:0097064	ncRNA export from nucleus	0.625564468228205	BP
1463	0.192974986652744	2	19	GO:0006271;GO:0022616	DNA strand elongation	0.625564468228205	BP
-1250	0.193084249305061	2	26	GO:0051055	negative regulation of lipid biosynthetic process	0.625564468228205	BP
2014	0.19332037394681	7	10	GO:2000404	regulation of T cell migration	0.625752215024144	BP
803	0.193740640079154	4	63	GO:1990830;GO:1990823	response to leukemia inhibitory factor	0.626535108616933	BP
-2011	0.194007210096858	6	10	GO:0034314	Arp2/3 complex-mediated actin nucleation	0.626725228130313	BP
-2009	0.194429058622639	2	10	GO:0061343	cell adhesion involved in heart morphogenesis	0.626725228130313	BP
616	0.19454819235695	3	107	GO:0050868;GO:0051250;GO:1903038;GO:0002695	negative regulation of leukocyte activation	0.626725228130313	BP
-771	0.194557470268206	2	68	GO:1901796	regulation of signal transduction by p53 class mediator	0.626725228130313	BP
365	0.194997347208054	2	308	GO:1903532;GO:0051047	positive regulation of secretion	0.626725228130313	BP
1323	0.195079973622161	2	23	GO:0007424;GO:0060541	respiratory system development	0.626725228130313	BP
-649	0.195281031146669	5	96	GO:0006672	ceramide metabolic process	0.626725228130313	BP
-556	0.195311240858301	2	131	GO:0072073	kidney epithelium development	0.626725228130313	BP
165	0.195448781977627	2	1633	GO:0071702;GO:0071705	organic substance transport	0.626725228130313	BP
1198	0.195583955020166	2	28	GO:0061580;GO:0061582	intestinal epithelial cell migration	0.626725228130313	BP
-263	0.196518663390114	4	600	GO:0006915;GO:0012501;GO:0008219	cell death	0.628657818742746	BP
-365	0.196545069754993	2	305	GO:0006869	lipid transport	0.628657818742746	BP
1532	0.196988796620402	6	17	GO:1903792;GO:0032891	negative regulation of anion transport	0.62937301360376	BP
-885	0.197127082848558	2	51	GO:0033013	tetrapyrrole metabolic process	0.62937301360376	BP
273	0.19763792605797	2	552	GO:0006468;GO:0016310	phosphorylation	0.630430877670836	BP
1900	0.198191493923052	3	11	GO:0007263	nitric oxide mediated signal transduction	0.631622982448057	BP
1211	0.199064287236004	2	27	GO:0033280	response to vitamin D	0.633350226446682	BP
1482	0.199241982728467	3	18	GO:0055013;GO:0055006	cardiac cell development	0.633350226446682	BP
-747	0.199274487535189	2	71	GO:0010718;GO:0010717	regulation of epithelial to mesenchymal transition	0.633350226446682	BP
-1167	0.19960405585191	2	29	GO:0046364	monosaccharide biosynthetic process	0.633734649213022	BP
-1033	0.199813163835168	2	37	GO:0033238	regulation of cellular amine metabolic process	0.633734649213022	BP
846	0.200642110788134	2	55	GO:0010507	negative regulation of autophagy	0.633734649213022	BP
669	0.200701410034991	2	88	GO:0045834	positive regulation of lipid metabolic process	0.633734649213022	BP
1004	0.20085615793825	2	39	GO:0006904	vesicle docking involved in exocytosis	0.633734649213022	BP
-684	0.201182024517824	2	84	GO:0071709	membrane assembly	0.633734649213022	BP
1735	0.201295663296627	3	13	GO:0001945	lymph vessel development	0.633734649213022	BP
-1143	0.201336119593074	2	30	GO:2000637;GO:0060148	positive regulation of posttranscriptional gene silencing	0.633734649213022	BP
-334	0.201352141986482	5	359	GO:1903522	regulation of blood circulation	0.633734649213022	BP
-259	0.201428551059903	2	605	GO:0007189;GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	0.633734649213022	BP
1002	0.201543197901242	5	39	GO:0048793	pronephros development	0.633734649213022	BP
789	0.201560820948447	4	63	GO:0060326	cell chemotaxis	0.633734649213022	BP
597	0.202070962208306	2	110	GO:0030100	regulation of endocytosis	0.634127082470883	BP
-859	0.202176081552159	2	53	GO:0035821	modulation of process of another organism	0.634127082470883	BP
-1363	0.202227315594359	2	21	GO:0050765	negative regulation of phagocytosis	0.634127082470883	BP
-794	0.202520060051643	2	62	GO:0098739	import across plasma membrane	0.634405849237405	BP
-438	0.202677495115139	2	205	GO:0002764	immune response-regulating signaling pathway	0.634405849237405	BP
-874	0.203016740904089	2	51	GO:0031646	positive regulation of nervous system process	0.634432290995844	BP
1223	0.2030472366399	3	26	GO:0032007	negative regulation of TOR signaling	0.634432290995844	BP
1359	0.203564435355977	5	21	GO:0002066	columnar/cuboidal epithelial cell development	0.634582692448957	BP
1510	0.203696449556598	2	17	GO:1903077;GO:1904376;GO:1905476	negative regulation of protein localization to membrane	0.634582692448957	BP
1726	0.203785745441094	6	13	GO:0010833;GO:0007004	telomere maintenance via telomere lengthening	0.634582692448957	BP
-672	0.203818131287706	4	86	GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	0.634582692448957	BP
-205	0.204266138571503	3	971	GO:0050877	nervous system process	0.635041702446148	BP
749	0.204331136309898	3	69	GO:0046887	positive regulation of hormone secretion	0.635041702446148	BP
-215	0.204783495187337	4	880	GO:0048878	chemical homeostasis	0.635041702446148	BP
-982	0.205180917694193	3	40	GO:0061157;GO:0050779	RNA destabilization	0.635041702446148	BP
-1266	0.205329597452076	5	24	GO:0034030;GO:0034033;GO:0033866	ribonucleoside bisphosphate biosynthetic process	0.635041702446148	BP
1322	0.205365120010023	3	22	GO:2001222	regulation of neuron migration	0.635041702446148	BP
604	0.205455575987034	2	106	GO:0030097	hemopoiesis	0.635041702446148	BP
-1293	0.205565079152623	2	23	GO:0090394	negative regulation of excitatory postsynaptic potential	0.635041702446148	BP
1461	0.205640003410065	2	18	GO:0048841	regulation of axon extension involved in axon guidance	0.635041702446148	BP
752	0.205799504658703	2	68	GO:0048771	tissue remodeling	0.635041702446148	BP
1171	0.206016131039524	2	28	GO:0007098	centrosome cycle	0.635041702446148	BP
1150	0.206135404552565	2	29	GO:0005513	detection of calcium ion	0.635041702446148	BP
1654	0.206345134798075	3	14	GO:0030902	hindbrain development	0.63513068660021	BP
-933	0.206768650392214	2	44	GO:1903053	regulation of extracellular matrix organization	0.635469559732152	BP
-198	0.206817114685037	2	1035	GO:0051094	positive regulation of developmental process	0.635469559732152	BP
-301	0.207042139717597	4	431	GO:0043393;GO:0051098	regulation of binding	0.635604890461714	BP
-988	0.20788656343445	3	39	GO:1902041	regulation of extrinsic apoptotic signaling pathway via death domain receptors	0.636128533589745	BP
-1496	0.207898443214759	3	17	GO:0046415	urate metabolic process	0.636128533589745	BP
1949	0.208052160641952	2	10	GO:0007379	segment specification	0.636128533589745	BP
825	0.208074910182011	2	56	GO:0007179	transforming growth factor beta receptor signaling pathway	0.636128533589745	BP
-512	0.208118361359515	4	146	GO:0072522;GO:0006164;GO:0009152;GO:0009260;GO:0046390	purine-containing compound biosynthetic process	0.636128533589745	BP
-1164	0.208570816331309	2	28	GO:1902930	regulation of alcohol biosynthetic process	0.636886045862297	BP
-305	0.208991093477893	6	417	GO:0007268;GO:0098916;GO:0099537;GO:0099536	trans-synaptic signaling	0.636886045862297	BP
-187	0.209193406706898	2	1154	GO:0045595	regulation of cell differentiation	0.636886045862297	BP
-1105	0.209221304155882	2	31	GO:0009156;GO:0009124	nucleoside monophosphate biosynthetic process	0.636886045862297	BP
1587	0.209272920536757	5	15	GO:1903421	regulation of synaptic vesicle recycling	0.636886045862297	BP
480	0.209951624460565	3	165	GO:0048562	embryonic organ morphogenesis	0.638248494872728	BP
332	0.210212531452343	7	349	GO:0071900	regulation of protein serine/threonine kinase activity	0.638248494872728	BP
1372	0.210265805400839	3	20	GO:0090022;GO:0071622;GO:1902622	regulation of granulocyte chemotaxis	0.638248494872728	BP
-1638	0.210673419178152	2	14	GO:0031125	rRNA 3'-end processing	0.638714817462549	BP
1699	0.210810921546152	2	13	GO:0000712	resolution of meiotic recombination intermediates	0.638714817462549	BP
1138	0.21096503082476	3	29	GO:0090317;GO:0032387	negative regulation of intracellular transport	0.638714817462549	BP
-593	0.211327174737048	2	107	GO:0051092	positive regulation of NF-kappaB transcription factor activity	0.639238226523783	BP
-1020	0.211643978292646	2	36	GO:0051180	vitamin transport	0.639238226523783	BP
-1632	0.212350891267702	2	14	GO:0050999;GO:0051000	regulation of nitric-oxide synthase activity	0.639238226523783	BP
-1931	0.212356261015622	2	10	GO:0060670	branching involved in labyrinthine layer morphogenesis	0.639238226523783	BP
-1198	0.212407411675213	4	26	GO:1901663;GO:0042181;GO:0006744;GO:0006743	ketone biosynthetic process	0.639238226523783	BP
1439	0.212521645370383	2	18	GO:0048557	embryonic digestive tract morphogenesis	0.639238226523783	BP
375	0.212846693483919	5	269	GO:0051052	regulation of DNA metabolic process	0.639238226523783	BP
-1331	0.212998236876861	2	21	GO:0009299	mRNA transcription	0.639238226523783	BP
-769	0.213009656023675	2	63	GO:1901659	glycosyl compound biosynthetic process	0.639238226523783	BP
-900	0.213169103000885	4	46	GO:0071418;GO:0071927;GO:0007211;GO:0071928	octopamine or tyramine signaling pathway	0.639238226523783	BP
-1270	0.213552210379667	2	23	GO:1903118	urate homeostasis	0.639238226523783	BP
1397	0.213585197348864	2	19	GO:0010571;GO:0033262;GO:2000105	positive regulation of DNA-dependent DNA replication	0.639238226523783	BP
1836	0.213663688411897	3	11	GO:0034755	iron ion transmembrane transport	0.639238226523783	BP
1925	0.213686126975775	2	10	GO:0090189	regulation of branching involved in ureteric bud morphogenesis	0.639238226523783	BP
497	0.214366064648491	2	151	GO:1901617	organic hydroxy compound biosynthetic process	0.639991140933818	BP
917	0.214518769210183	3	44	GO:0042423;GO:0009713;GO:0042420;GO:0042424;GO:0019614;GO:0019336;GO:0042421;GO:0042415;GO:0006589;GO:0042136;GO:0046333	neurotransmitter biosynthetic process	0.639991140933818	BP
1394	0.214761605397921	6	19	GO:1902175	regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	0.639991140933818	BP
-191	0.214796035706754	2	1079	GO:0006508	proteolysis	0.639991140933818	BP
916	0.215157295902447	4	44	GO:0097553	calcium ion transmembrane import into cytosol	0.639991140933818	BP
-1830	0.215165179358789	2	11	GO:0006625;GO:0043574;GO:0072663;GO:0072662	peroxisomal transport	0.639991140933818	BP
-332	0.215213421823132	8	341	GO:0000209	protein polyubiquitination	0.639991140933818	BP
197	0.215805039548015	2	1008	GO:0030030;GO:0120036	cell projection organization	0.640575591792258	BP
1620	0.215856302510923	2	14	GO:0006297	nucleotide-excision repair, DNA gap filling	0.640575591792258	BP
1515	0.21595714711903	5	16	GO:0086001	cardiac muscle cell action potential	0.640575591792258	BP
440	0.216439421532385	7	191	GO:0008543	fibroblast growth factor receptor signaling pathway	0.641464344659693	BP
1559	0.217485299103523	7	15	GO:0090049	regulation of cell migration involved in sprouting angiogenesis	0.644020548441461	BP
1050	0.218062725434573	5	33	GO:0031124	mRNA 3'-end processing	0.644692973268441	BP
1463	0.218079513736591	2	17	GO:0010642;GO:0010640	regulation of platelet-derived growth factor receptor signaling pathway	0.644692973268441	BP
-1348	0.218294641342634	3	20	GO:0001824	blastocyst development	0.64472767871653	BP
853	0.218458410499052	2	50	GO:0060325	face morphogenesis	0.64472767871653	BP
827	0.219589795568533	2	53	GO:0061448	connective tissue development	0.646641986771034	BP
-1607	0.219598043921511	3	14	GO:0018026	peptidyl-lysine monomethylation	0.646641986771034	BP
1416	0.21978530399987	4	18	GO:0006517	protein deglycosylation	0.646641986771034	BP
988	0.21989654774686	4	37	GO:0043552;GO:0043551;GO:0090218	regulation of phosphatidylinositol 3-kinase activity	0.646641986771034	BP
-776	0.220027669188891	2	60	GO:0046148	pigment biosynthetic process	0.646641986771034	BP
-652	0.220395660820022	2	85	GO:0050433	regulation of catecholamine secretion	0.647181907023342	BP
1114	0.220596727232283	2	29	GO:0003344	pericardium morphogenesis	0.647231166282187	BP
713	0.220922941936948	6	71	GO:1902905	positive regulation of supramolecular fiber organization	0.647647222105644	BP
-1410	0.221883869646029	2	18	GO:0030587	sorocarp development	0.649820897333264	BP
-1803	0.22203931169978	4	11	GO:0070269	pyroptosis	0.649820897333264	BP
-1494	0.222329034014336	2	16	GO:0002286	T cell activation involved in immune response	0.649820897333264	BP
748	0.222404532629437	2	64	GO:0055072	iron ion homeostasis	0.649820897333264	BP
1446	0.223358898350584	2	17	GO:0046856	phosphatidylinositol dephosphorylation	0.651872347290481	BP
1301	0.223506333204629	2	21	GO:0000578	embryonic axis specification	0.651872347290481	BP
-1720	0.223663490457013	2	12	GO:0002320	lymphoid progenitor cell differentiation	0.651872347290481	BP
381	0.224097609418443	2	248	GO:0031668;GO:0071496	cellular response to external stimulus	0.652347121802352	BP
860	0.224362823239419	1	48	GO:0043473	pigmentation	0.652347121802352	BP
-1364	0.224627594746958	2	19	GO:0046128;GO:0042278	purine nucleoside metabolic process	0.652347121802352	BP
-1214	0.224632376315589	3	24	GO:0007309;GO:0046843	dorsal appendage formation	0.652347121802352	BP
1239	0.224953707381825	2	23	GO:0040036	regulation of fibroblast growth factor receptor signaling pathway	0.652347121802352	BP
-298	0.225113449925466	5	407	GO:0034765;GO:0034762	regulation of transmembrane transport	0.652347121802352	BP
635	0.225126626316757	2	88	GO:0032204	regulation of telomere maintenance	0.652347121802352	BP
-766	0.226048610747085	2	60	GO:0007586	digestion	0.654478747686531	BP
639	0.226921053084208	8	86	GO:0006513	protein monoubiquitination	0.656230680455779	BP
1435	0.227027413654263	2	17	GO:0050687	negative regulation of defense response to virus	0.656230680455779	BP
313	0.227533288822793	2	364	GO:0034330	cell junction organization	0.656924094015455	BP
1525	0.227895225205488	2	15	GO:0030879	mammary gland development	0.656924094015455	BP
-338	0.228251202961071	2	311	GO:0044282	small molecule catabolic process	0.656924094015455	BP
490	0.228692724671822	3	146	GO:0035107	appendage morphogenesis	0.656924094015455	BP
170	0.228831426159991	3	1306	GO:0006796;GO:0006793	phosphorus metabolic process	0.656924094015455	BP
1634	0.228894944111647	3	13	GO:1904355	positive regulation of telomere capping	0.656924094015455	BP
503	0.229088595001871	2	138	GO:2001020	regulation of response to DNA damage stimulus	0.656924094015455	BP
1520	0.229139271975971	2	15	GO:0003323;GO:0002068	glandular epithelial cell development	0.656924094015455	BP
1633	0.22924603818714	2	13	GO:1904748	regulation of apoptotic process involved in development	0.656924094015455	BP
1255	0.229494112558694	2	22	GO:1904353	regulation of telomere capping	0.656924094015455	BP
1860	0.229713708323284	3	10	GO:0071415	cellular response to purine-containing compound	0.656924094015455	BP
1631	0.229751407089684	2	13	GO:0051937;GO:0015844	monoamine transport	0.656924094015455	BP
-1426	0.229967988558124	4	17	GO:0038061	NIK/NF-kappaB signaling	0.656924094015455	BP
-369	0.230050786837686	2	258	GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	0.656924094015455	BP
1283	0.230073073929103	3	21	GO:0048846;GO:1902284	neuron projection extension involved in neuron projection guidance	0.656924094015455	BP
476	0.230682480959762	3	153	GO:0006470;GO:0016311	dephosphorylation	0.657635455586879	BP
-1694	0.230804802523325	5	12	GO:0030208	dermatan sulfate biosynthetic process	0.657635455586879	BP
906	0.230883974014414	2	42	GO:0034605	cellular response to heat	0.657635455586879	BP
1625	0.231426955967546	3	13	GO:0035089;GO:0061162;GO:0061339	establishment of monopolar cell polarity	0.658647868199369	BP
-176	0.232123499649095	4	1187	GO:0007186	G protein-coupled receptor signaling pathway	0.659914642952908	BP
-893	0.232314733205912	3	43	GO:1902093;GO:0003353;GO:1901317;GO:2000155;GO:0070472	positive regulation of flagellated sperm motility	0.659914642952908	BP
-988	0.232883684524398	4	35	GO:0019369	arachidonic acid metabolic process	0.659914642952908	BP
1067	0.233095151005339	2	30	GO:0002092;GO:0002090	regulation of receptor internalization	0.659914642952908	BP
1124	0.233237562754062	3	27	GO:0042048	olfactory behavior	0.659914642952908	BP
-613	0.233249959987107	3	91	GO:0033619	membrane protein proteolysis	0.659914642952908	BP
-1560	0.233354672246542	3	14	GO:0018027	peptidyl-lysine dimethylation	0.659914642952908	BP
-1339	0.233375280907606	2	19	GO:0030205	dermatan sulfate metabolic process	0.659914642952908	BP
735	0.234152209119137	2	63	GO:0045727	positive regulation of translation	0.660948832065592	BP
1413	0.234190577037372	2	17	GO:0071372;GO:0032354;GO:0071371	response to follicle-stimulating hormone	0.660948832065592	BP
-1615	0.234491550494184	3	13	GO:0044245	polysaccharide digestion	0.660948832065592	BP
1214	0.234493805453795	5	23	GO:0042149	cellular response to glucose starvation	0.660948832065592	BP
1839	0.234893407396095	3	10	GO:0046471	phosphatidylglycerol metabolic process	0.661544223556604	BP
-1140	0.235471594802745	5	26	GO:0016180	snRNA processing	0.662641218707725	BP
875	0.236311884555755	2	44	GO:0022602	ovulation cycle process	0.664473449607535	BP
1671	0.237110516624593	3	12	GO:0030890	positive regulation of B cell proliferation	0.666130778248015	BP
-1294	0.237304485411619	2	20	GO:0035308;GO:0032515	negative regulation of protein dephosphorylation	0.666130778248015	BP
-1743	0.237600048498876	2	11	GO:0097094	craniofacial suture morphogenesis	0.666130778248015	BP
-1074	0.237908732101662	4	29	GO:0045777	positive regulation of blood pressure	0.666130778248015	BP
1602	0.238012906516164	2	13	GO:0008053	mitochondrial fusion	0.666130778248015	BP
524	0.238718021282304	3	122	GO:0051054	positive regulation of DNA metabolic process	0.666130778248015	BP
620	0.238731097442764	2	87	GO:0009880	embryonic pattern specification	0.666130778248015	BP
1290	0.238841130980616	3	20	GO:0048149	behavioral response to ethanol	0.666130778248015	BP
-1822	0.239173677364966	2	10	GO:0030537	larval behavior	0.666130778248015	BP
-496	0.239178725455585	2	136	GO:0044242	cellular lipid catabolic process	0.666130778248015	BP
658	0.2391935290719	2	77	GO:0001936	regulation of endothelial cell proliferation	0.666130778248015	BP
441	0.239583785959205	2	172	GO:0046883	regulation of hormone secretion	0.666130778248015	BP
-1069	0.23975580534924	3	29	GO:0060119	inner ear receptor cell development	0.666130778248015	BP
-1396	0.239793378925952	2	17	GO:0001964	startle response	0.666130778248015	BP
694	0.239966160581799	2	69	GO:0051897	positive regulation of protein kinase B signaling	0.666130778248015	BP
1537	0.240052957203748	2	14	GO:0060251	regulation of glial cell proliferation	0.666130778248015	BP
1438	0.240125730427673	3	16	GO:0043449;GO:1900673;GO:0120252	hydrocarbon metabolic process	0.666130778248015	BP
-621	0.240814072291587	3	86	GO:0051453;GO:0030641;GO:0006885;GO:0030004	cellular monovalent inorganic cation homeostasis	0.666270952754291	BP
1435	0.241006334982567	3	16	GO:0043030;GO:0043032	regulation of macrophage activation	0.666270952754291	BP
-617	0.241160097376707	3	87	GO:0008038	neuron recognition	0.666270952754291	BP
-1031	0.24116639901408	2	31	GO:0099120	socially cooperative development	0.666270952754291	BP
1126	0.241234973449185	3	26	GO:0000469	cleavage involved in rRNA processing	0.666270952754291	BP
328	0.241595637881411	4	312	GO:0002831	regulation of response to biotic stimulus	0.666270952754291	BP
1655	0.241610570928121	4	12	GO:0071168	protein localization to chromatin	0.666270952754291	BP
-527	0.241746200429976	3	119	GO:0045907	positive regulation of vasoconstriction	0.666270952754291	BP
-1351	0.241883674476572	2	18	GO:0002532	production of molecular mediator involved in inflammatory response	0.666270952754291	BP
-1587	0.242552566832319	2	13	GO:0098586	cellular response to virus	0.667589823444439	BP
-916	0.243052242483387	2	39	GO:0030517	negative regulation of axon extension	0.667868570937978	BP
778	0.243581579805224	3	54	GO:1901019;GO:1903169	regulation of calcium ion transmembrane transport	0.667868570937978	BP
1583	0.243719860150396	3	13	GO:2000114	regulation of establishment of cell polarity	0.667868570937978	BP
489	0.243752981190312	2	137	GO:0031589	cell-substrate adhesion	0.667868570937978	BP
-541	0.243976908893417	5	112	GO:0030308	negative regulation of cell growth	0.667868570937978	BP
1216	0.244105079082862	3	22	GO:0031069	hair follicle morphogenesis	0.667868570937978	BP
1383	0.244172462790193	2	17	GO:0030947	regulation of vascular endothelial growth factor receptor signaling pathway	0.667868570937978	BP
-376	0.244175183680058	4	233	GO:0042742;GO:0009617	response to bacterium	0.667868570937978	BP
-901	0.244956732838024	4	40	GO:0002285	lymphocyte activation involved in immune response	0.669484860488047	BP
1075	0.245597861075088	3	28	GO:0097061;GO:0099173;GO:0106027	dendritic spine organization	0.670433798147526	BP
1021	0.245685734116135	6	31	GO:0019933	cAMP-mediated signaling	0.670433798147526	BP
-1339	0.246037182654977	4	18	GO:0070830	bicellular tight junction assembly	0.670662406853214	BP
-973	0.246658597486756	3	34	GO:0007269	neurotransmitter secretion	0.670662406853214	BP
1036	0.246688741791908	4	30	GO:0006071;GO:0019400	alditol metabolic process	0.670662406853214	BP
