delta.rank	pval	level	nseqs	term	name	p.adj	goDivision
-2262	0.0568200072697117	-1	17	GO:0042769	obsolete DNA damage response, detection of DNA damage	0.242399812301285	BP
-554	0.0569748766339953	3	288	GO:0046394;GO:0016053	organic acid biosynthetic process	0.242765524104317	BP
882	0.0572601087592917	3	112	GO:0030308	negative regulation of cell growth	0.243399152760581	BP
-709	0.0572622330333921	2	174	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	0.243399152760581	BP
249	0.0575352363944355	2	1532	GO:0006351;GO:0097659;GO:0032774	RNA biosynthetic process	0.244156264880318	BP
-1939	0.0575794324468537	5	23	GO:0001702	gastrulation with mouth forming second	0.244156264880318	BP
-573	0.0577421166626825	3	267	GO:0046942	carboxylic acid transport	0.24455074982229	BP
-2398	0.0579106017792056	2	15	GO:0097242	amyloid-beta clearance	0.244743152367825	BP
840	0.0579269608708808	3	123	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	0.244743152367825	BP
2319	0.0581390958263313	3	16	GO:1904684;GO:1904683;GO:1905049;GO:1905048	regulation of metallopeptidase activity	0.245269730585097	BP
-1399	0.0581913089083982	3	44	GO:0035112	genitalia morphogenesis	0.245269730585097	BP
1094	0.0583434042916931	2	72	GO:0050974	detection of mechanical stimulus involved in sensory perception	0.245615938211192	BP
-2674	0.0585135947226763	8	12	GO:0045622;GO:0043370;GO:2000514	regulation of CD4-positive, alpha-beta T cell activation	0.245798248270939	BP
1311	0.058526726161921	3	50	GO:0032413;GO:0032410;GO:0034766;GO:1904063	negative regulation of ion transmembrane transport	0.245798248270939	BP
-1150	0.0586640802861198	2	65	GO:2001239	regulation of extrinsic apoptotic signaling pathway in absence of ligand	0.246080747771286	BP
-482	0.0587768846003511	2	377	GO:0015711;GO:0006820	anion transport	0.246259715789776	BP
-1587	0.0589372820989204	3	34	GO:0071674	mononuclear cell migration	0.246263415331448	BP
2068	0.0589721979674749	3	20	GO:1901264	carbohydrate derivative transport	0.246263415331448	BP
-1350	0.0589881892035739	3	47	GO:0048663	neuron fate commitment	0.246263415331448	BP
1810	0.05959712196831	5	26	GO:0046470	phosphatidylcholine metabolic process	0.248510089347668	BP
270	0.0596991844956328	2	1260	GO:0051240	positive regulation of multicellular organismal process	0.248640375758205	BP
-2375	0.0602647488511095	2	15	GO:0048596	embryonic camera-type eye morphogenesis	0.250457756768768	BP
2907	0.0604525832216559	4	10	GO:0034315	regulation of Arp2/3 complex-mediated actin nucleation	0.250457756768768	BP
-514	0.0604984406318604	2	326	GO:0031346	positive regulation of cell projection organization	0.250457756768768	BP
2653	0.0605233512945028	8	12	GO:0045292	mRNA cis splicing, via spliceosome	0.250457756768768	BP
2373	0.0605247196052161	2	15	GO:1903649	regulation of cytoplasmic transport	0.250457756768768	BP
1198	0.0605635532602348	4	59	GO:0043114	regulation of vascular permeability	0.250457756768768	BP
747	0.0609643783985372	4	152	GO:0051100;GO:0032091	negative regulation of binding	0.251818744185017	BP
-1450	0.0611961786637715	2	40	GO:0061035	regulation of cartilage development	0.252292078952738	BP
-552	0.0612226862055633	2	280	GO:2000113	negative regulation of cellular macromolecule biosynthetic process	0.252292078952738	BP
2364	0.0615592394847457	2	15	GO:0070584	mitochondrion morphogenesis	0.25338158245128	BP
2363	0.0616326414386283	5	15	GO:1903421	regulation of synaptic vesicle recycling	0.25338665584429	BP
2892	0.0617291745636516	3	10	GO:0007525	somatic muscle development	0.253486703968399	BP
-1866	0.0620190429407962	4	24	GO:0051597	response to methylmercury	0.25437950907142	BP
1231	0.062660238272463	2	55	GO:0010507	negative regulation of autophagy	0.256595998178088	BP
-1823	0.0627615454063023	2	25	GO:0044818	mitotic G2/M transition checkpoint	0.256595998178088	BP
1177	0.0628684850548045	2	60	GO:0007271	synaptic transmission, cholinergic	0.256595998178088	BP
2351	0.0629289470532244	4	15	GO:0032490	detection of molecule of bacterial origin	0.256595998178088	BP
1276	0.0629508351205591	2	51	GO:0032222	regulation of synaptic transmission, cholinergic	0.256595998178088	BP
-878	0.0630007489341224	5	108	GO:0001959;GO:0060759	regulation of response to cytokine stimulus	0.256595998178088	BP
1176	0.0630818316461624	3	60	GO:0050771	negative regulation of axonogenesis	0.256595998178088	BP
917	0.0631441020865474	3	99	GO:0045766;GO:1904018	positive regulation of angiogenesis	0.256595998178088	BP
-2143	0.0633405829672325	2	18	GO:0033523	histone H2B ubiquitination	0.25664785181169403	BP
881	0.063438224697305	4	107	GO:0050868;GO:0051250;GO:1903038;GO:0002695	negative regulation of leukocyte activation	0.25664785181169403	BP
-1438	0.0634396591651598	5	40	GO:0016486;GO:0140448	peptide hormone processing	0.25664785181169403	BP
-423	0.0635482199286182	3	475	GO:0010564	regulation of cell cycle process	0.25664785181169403	BP
-1017	0.0635939839783021	3	80	GO:0034754	cellular hormone metabolic process	0.25664785181169403	BP
-1536	0.0635954517448516	3	35	GO:0071867;GO:0071869	response to monoamine	0.25664785181169403	BP
1385	0.0638333047594281	2	43	GO:0060043;GO:0055021;GO:0060420	regulation of heart growth	0.257159706642783	BP
-1852	0.0639493529891031	6	24	GO:0044380	protein localization to cytoskeleton	0.257159706642783	BP
372	0.0639734485649931	4	616	GO:0050776	regulation of immune response	0.257159706642783	BP
-1603	0.0641055246060343	2	32	GO:0008210	estrogen metabolic process	0.257159706642783	BP
2423	0.0641348524445172	2	14	GO:0006568;GO:0006586	tryptophan metabolic process	0.257159706642783	BP
-2340	0.0641945256050364	4	15	GO:0010529;GO:0010528	regulation of transposition	0.257159706642783	BP
826	0.0642349936558588	4	121	GO:0009267;GO:0042594	response to starvation	0.257159706642783	BP
839	0.0646027729681596	5	117	GO:0062013	positive regulation of small molecule metabolic process	0.258337512404565	BP
-2260	0.0648704052344889	4	16	GO:0051156;GO:0006098;GO:0006740	glucose 6-phosphate metabolic process	0.258996894449848	BP
2858	0.0649151999760371	2	10	GO:1902932	positive regulation of alcohol biosynthetic process	0.258996894449848	BP
-610	0.0652302262765842	2	222	GO:0007399	nervous system development	0.259930292320294	BP
-680	0.0652972138497578	5	178	GO:0032956;GO:0032970	regulation of actin filament-based process	0.259930292320294	BP
1704	0.0656489884254658	2	28	GO:0098581;GO:0009595	detection of biotic stimulus	0.261034652731382	BP
-805	0.0659699036833715	5	126	GO:0072330	monocarboxylic acid biosynthetic process	0.262013950036558	BP
1273	0.0663815369286193	2	50	GO:0007217	tachykinin receptor signaling pathway	0.263350933510037	BP
268	0.0664672185045123	2	1210	GO:0042592	homeostatic process	0.26339202395513	BP
776	0.0665482981318874	2	135	GO:1903307;GO:1903305;GO:0045921	regulation of regulated secretory pathway	0.26339202395513	BP
230	0.0666169516582613	2	1686	GO:0032268	regulation of cellular protein metabolic process	0.26339202395513	BP
2008	0.066711566381332	2	20	GO:1900273	positive regulation of long-term synaptic potentiation	0.263469414583641	BP
-694	0.0668164080980121	5	169	GO:0022604	regulation of cell morphogenesis	0.263586976215866	BP
506	0.0669413641292316	3	320	GO:0009582;GO:0009581	detection of abiotic stimulus	0.263783534744929	BP
-2588	0.0671095583117763	2	12	GO:0097120	receptor localization to synapse	0.264149842189066	BP
-1255	0.0674842558988018	3	51	GO:0036342	post-anal tail morphogenesis	0.265327236798089	BP
310	0.0675633113600222	2	880	GO:0048878	chemical homeostasis	0.265340924144338	BP
1491	0.067784303304678	2	36	GO:0010460	positive regulation of heart rate	0.265911384248854	BP
-1175	0.0679486208716606	2	58	GO:0045739;GO:2001022	positive regulation of response to DNA damage stimulus	0.266238630516977	BP
740	0.0680565606902638	4	147	GO:0090316;GO:0032388	positive regulation of intracellular transport	0.266238630516977	BP
1997	0.0681571168941116	2	20	GO:0001824	blastocyst development	0.266238630516977	BP
801	0.0681710421061698	3	125	GO:0050866	negative regulation of cell activation	0.266238630516977	BP
-2163	0.0685838263568336	2	17	GO:0060037	pharyngeal system development	0.267327317850403	BP
2383	0.068602082991516	3	14	GO:1902430;GO:1902992	negative regulation of amyloid precursor protein catabolic process	0.267327317850403	BP
1602	0.0687050283189355	4	31	GO:2000242	negative regulation of reproductive process	0.267431656793551	BP
-1484	0.0692465443235016	2	36	GO:0007391	dorsal closure	0.269240993488166	BP
-1549	0.0693370100821761	2	33	GO:0051017;GO:0061572	actin filament bundle organization	0.269294515927567	BP
777	0.0694180558042898	2	132	GO:0006892	post-Golgi vesicle-mediated transport	0.269311374507029	BP
-1743	0.0695872094401111	2	26	GO:0021515	cell differentiation in spinal cord	0.269408931930887	BP
-1651	0.0695966679753102	2	29	GO:0070192	chromosome organization involved in meiotic cell cycle	0.269408931930887	BP
-994	0.0699044685859401	3	80	GO:0009886	post-embryonic animal morphogenesis	0.270167950321823	BP
-1033	0.0699660778376754	2	74	GO:0046677	response to antibiotic	0.270167950321823	BP
1440	0.0700235929344514	2	38	GO:0006353	DNA-templated transcription, termination	0.270167950321823	BP
1439	0.0701981702059183	3	38	GO:0009060;GO:0045333	cellular respiration	0.270544210310625	BP
-508	0.0704319614764052	3	309	GO:0006520;GO:1901605	cellular amino acid metabolic process	0.271012394565062	BP
-2286	0.0705453942513193	4	15	GO:0097264	self proteolysis	0.271012394565062	BP
-1808	0.0705512186364189	6	24	GO:0090169	regulation of spindle assembly	0.271012394565062	BP
-2798	0.0707674986079093	2	10	GO:0061364	apoptotic process involved in luteolysis	0.271546106680185	BP
2144	0.0709872833860953	3	17	GO:0035095	behavioral response to nicotine	0.27209113306564	BP
1365	0.0710645311937317	2	42	GO:0007635	chemosensory behavior	0.27209113306564	BP
1562	0.0712973647172629	2	32	GO:0042044	fluid transport	0.272685236952407	BP
-586	0.0715097809842659	2	230	GO:0044272	sulfur compound biosynthetic process	0.27320004465262	BP
-2788	0.0717403981173497	2	10	GO:0099072	regulation of postsynaptic membrane neurotransmitter receptor levels	0.273773629197118	BP
461	0.0719287095929252	2	373	GO:0048638	regulation of developmental growth	0.273773629197118	BP
-2077	0.0719316211118967	2	18	GO:2000051	negative regulation of non-canonical Wnt signaling pathway	0.273773629197118	BP
1235	0.071990203941644	2	51	GO:0050909;GO:0010447;GO:0050915	sensory perception of taste	0.273773629197118	BP
2785	0.0720671228871328	3	10	GO:0060628	regulation of ER to Golgi vesicle-mediated transport	0.273773629197118	BP
-1148	0.072152495642914	6	59	GO:0042462;GO:0042461	photoreceptor cell development	0.273773629197118	BP
1376	0.0722057478315384	2	41	GO:0048010	vascular endothelial growth factor receptor signaling pathway	0.273773629197118	BP
1556	0.0724219199935161	4	32	GO:0032008	positive regulation of TOR signaling	0.274297045412336	BP
1531	0.0726142023119512	3	33	GO:0043588	skin development	0.274434099565807	BP
-2349	0.0726144342058202	2	14	GO:0046716	muscle cell cellular homeostasis	0.274434099565807	BP
-1724	0.0727721473737295	2	26	GO:0002200	somatic diversification of immune receptors	0.274734418741037	BP
1485	0.0729617439037509	2	35	GO:0007032	endosome organization	0.275154331735843	BP
1830	0.0731659918429148	2	23	GO:0048047	mating behavior, sex discrimination	0.275628537940423	BP
1253	0.0735577104135201	3	49	GO:0098801	regulation of renal system process	0.276807203924833	BP
2260	0.0738579095128626	2	15	GO:0016578	histone deubiquitination	0.277639315095996	BP
-1226	0.0740413723437282	5	51	GO:0006073;GO:0044042	glucan metabolic process	0.278031292298214	BP
-1597	0.0742256719942956	2	30	GO:0090102	cochlea development	0.278410086090178	BP
1129	0.0743734126857974	3	60	GO:0046718;GO:0044409;GO:0052126	movement in host environment	0.278410086090178	BP
-2423	0.0744019691335025	2	13	GO:0009264;GO:0046386	deoxyribose phosphate catabolic process	0.278410086090178	BP
2633	0.074459433448783	5	11	GO:0046337	phosphatidylethanolamine metabolic process	0.278410086090178	BP
-777	0.0746406459368581	2	127	GO:0048592;GO:0090596	sensory organ morphogenesis	0.27856571124821	BP
1594	0.0746656277526606	3	30	GO:0007589	body fluid secretion	0.27856571124821	BP
-1189	0.0747390771847947	2	54	GO:0009112	nucleobase metabolic process	0.27856571124821	BP
-724	0.075033764172642	2	146	GO:0007605;GO:0050954	sensory perception of mechanical stimulus	0.279367493117864	BP
-1901	0.0752558670789476	2	21	GO:0019321	pentose metabolic process	0.279394818558437	BP
1285	0.0752718261178017	2	46	GO:0010467	gene expression	0.279394818558437	BP
-1187	0.075301596265985	2	54	GO:0016331	morphogenesis of embryonic epithelium	0.279394818558437	BP
2753	0.0753594113286356	2	10	GO:1903361	protein localization to basolateral plasma membrane	0.279394818558437	BP
-2176	0.0754494952015699	3	16	GO:0086001	cardiac muscle cell action potential	0.279433731701173	BP
1645	0.0756555297465321	6	28	GO:0000422;GO:0061726	mitochondrion disassembly	0.279762967524701	BP
-691	0.0756977553826449	3	160	GO:0006024;GO:0006023;GO:1903510	mucopolysaccharide metabolic process	0.279762967524701	BP
-1537	0.0759217846128566	3	32	GO:1902743;GO:0010591	regulation of lamellipodium organization	0.280292399677603	BP
740	0.076045415390616	3	139	GO:0042593;GO:0033500	carbohydrate homeostasis	0.280292399677603	BP
-1614	0.0760805060930663	2	29	GO:0006090	pyruvate metabolic process	0.280292399677603	BP
-2616	0.0763520452624788	6	11	GO:0071677	positive regulation of mononuclear cell migration	0.28099793597124	BP
-1324	0.0764784793445957	2	43	GO:1902476;GO:0098661	inorganic anion transmembrane transport	0.28116852458521	BP
-1734	0.0767798601318205	2	25	GO:0006541	glutamine metabolic process	0.281981264563621	BP
-774	0.0768861728744878	3	126	GO:0007093;GO:0000075	cell cycle checkpoint signaling	0.282076648863455	BP
-2041	0.0770786638072568	2	18	GO:0030587	sorocarp development	0.282487670800917	BP
422	0.0774481724587219	2	431	GO:0006874;GO:0055074;GO:0072503;GO:0072507	divalent inorganic cation homeostasis	0.283375485171866	BP
-2310	0.0775484261162961	4	14	GO:0030878	thyroid gland development	0.283375485171866	BP
769	0.0776471592261365	2	127	GO:0006109	regulation of carbohydrate metabolic process	0.283375485171866	BP
794	0.0777099214300079	3	119	GO:0048565	digestive tract development	0.283375485171866	BP
1461	0.0777939599744268	4	35	GO:0043407	negative regulation of MAP kinase activity	0.283375485171866	BP
-1884	0.0778596172847917	2	21	GO:0060287	epithelial cilium movement involved in determination of left/right asymmetry	0.283375485171866	BP
2492	0.0778858852722447	2	12	GO:1902570	protein localization to nucleolus	0.283375485171866	BP
-2157	0.0780377711397448	5	16	GO:0010815;GO:0042447	bradykinin catabolic process	0.28356282781062	BP
-922	0.0780989047259668	3	88	GO:0006909	phagocytosis	0.28356282781062	BP
-2598	0.0784299096847211	2	11	GO:0060314	regulation of ryanodine-sensitive calcium-release channel activity	0.284470467875058	BP
2217	0.0795518462606699	5	15	GO:2000028;GO:0009734;GO:0010928	auxin-activated signaling pathway	0.287988437021425	BP
-950	0.0795638803505504	4	82	GO:0051494;GO:1902904	negative regulation of cytoskeleton organization	0.287988437021425	BP
1253	0.0797768610771666	4	47	GO:0050907	detection of chemical stimulus involved in sensory perception	0.287995075850574	BP
-1567	0.079785084336697	3	30	GO:0071420;GO:0034776	response to histamine	0.287995075850574	BP
518	0.0799633439043434	2	278	GO:0051480	regulation of cytosolic calcium ion concentration	0.287995075850574	BP
2214	0.0799783461728543	4	15	GO:0051967	negative regulation of synaptic transmission, glutamatergic	0.287995075850574	BP
-2584	0.0800103548027769	5	11	GO:0009130;GO:0009129	pyrimidine nucleoside monophosphate biosynthetic process	0.287995075850574	BP
-2710	0.080057873548892	4	10	GO:2000300	regulation of synaptic vesicle exocytosis	0.287995075850574	BP
1618	0.0804793696872922	5	28	GO:0035306	positive regulation of dephosphorylation	0.288720332367635	BP
2470	0.080487593130898	2	12	GO:0035924	cellular response to vascular endothelial growth factor stimulus	0.288720332367635	BP
-695	0.0805061821099159	3	153	GO:0006470;GO:0016311	dephosphorylation	0.288720332367635	BP
1165	0.0807628701136063	4	54	GO:0052652	cyclic purine nucleotide metabolic process	0.289134833387626	BP
1536	0.0807864629886817	4	31	GO:0001816	cytokine production	0.289134833387626	BP
-1164	0.0809613763325843	4	54	GO:0034308	primary alcohol metabolic process	0.289465776276684	BP
1822	0.0810483715618579	2	22	GO:0000154	rRNA modification	0.289482027012902	BP
892	0.0811347818859221	2	92	GO:0032230;GO:0032228	regulation of synaptic transmission, GABAergic	0.289496157725074	BP
1185	0.0812493428483967	2	52	GO:0001956;GO:0051590;GO:0014057;GO:0014056;GO:0032224	positive regulation of neurotransmitter transport	0.289610601767229	BP
-999	0.0816964483024238	2	73	GO:0120254	olefinic compound metabolic process	0.29084565827068	BP
-1332	0.0817621190809281	3	41	GO:2000134;GO:1902807	negative regulation of cell cycle G1/S phase transition	0.29084565827068	BP
-900	0.0819184307952559	2	90	GO:0007160	cell-matrix adhesion	0.29084565827068	BP
-1777	0.081927187704273	4	23	GO:0021954	central nervous system neuron development	0.29084565827068	BP
2455	0.0823754432791887	2	12	GO:0043367;GO:0035710	CD4-positive, alpha-beta T cell activation	0.292141597326497	BP
1951	0.0824872189746717	5	19	GO:0046128;GO:0042278	purine nucleoside metabolic process	0.292187323689005	BP
-2453	0.0826204523142498	2	12	GO:0001990;GO:0050886	regulation of systemic arterial blood pressure by hormone	0.292187323689005	BP
918	0.0826379984116155	2	86	GO:0051954	positive regulation of amine transport	0.292187323689005	BP
-1063	0.0828167213019877	3	64	GO:0048265	response to pain	0.292249299491255	BP
2193	0.0828475427744676	2	15	GO:1990748;GO:0098754	detoxification	0.292249299491255	BP
382	0.0829652512736565	4	510	GO:0043269	regulation of ion transport	0.292249299491255	BP
1031	0.0829884795194479	3	68	GO:0006970	response to osmotic stress	0.292249299491255	BP
561	0.0833815848930668	2	231	GO:0009266	response to temperature stimulus	0.293211706410491	BP
2351	0.0834287937066591	2	13	GO:0071985	multivesicular body sorting pathway	0.293211706410491	BP
1849	0.0835855103560952	8	21	GO:0000291	nuclear-transcribed mRNA catabolic process, exonucleolytic	0.29346872686025	BP
478	0.0841181812974577	2	319	GO:0044089	positive regulation of cellular component biogenesis	0.295043890644729	BP
-1760	0.084810262934087	5	23	GO:0010881;GO:0010880;GO:0010882	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	0.296844941973536	BP
-2110	0.0848348956754536	4	16	GO:0051770;GO:0051769	positive regulation of nitric-oxide synthase biosynthetic process	0.296844941973536	BP
-1273	0.0848853095247594	3	44	GO:0006677	glycosylceramide metabolic process	0.296844941973536	BP
999	0.0862661323778436	3	71	GO:0050873	brown fat cell differentiation	0.301373523162795	BP
1831	0.0866537343025033	2	21	GO:0002690	positive regulation of leukocyte chemotaxis	0.302426700930506	BP
1531	0.0869236084515344	3	30	GO:0006414	translational elongation	0.303067318047008	BP
950	0.0871682999122975	2	78	GO:2000243	positive regulation of reproductive process	0.303368850042791	BP
-1481	0.0871829022196456	3	32	GO:0007297;GO:0007298	ovarian follicle cell migration	0.303368850042791	BP
1503	0.0874939603395657	5	31	GO:0032026	response to magnesium ion	0.303920573121328	BP
-1554	0.0875145825763777	2	29	GO:0089718;GO:1902475	L-alpha-amino acid transmembrane transport	0.303920573121328	BP
430	0.087734959483214	2	386	GO:0051345	positive regulation of hydrolase activity	0.304256588632705	BP
-1339	0.0879492746362338	3	39	GO:0045651;GO:0045649	regulation of macrophage differentiation	0.304256588632705	BP
-1969	0.0879764111893753	2	18	GO:0000038	very long-chain fatty acid metabolic process	0.304256588632705	BP
606	0.0879925108166693	2	192	GO:2001259;GO:2001257;GO:0032414;GO:1904064;GO:0032411	regulation of cation channel activity	0.304256588632705	BP
669	0.0881268166115362	2	157	GO:0019221	cytokine-mediated signaling pathway	0.304256588632705	BP
1916	0.0881312875646427	2	19	GO:1905898	positive regulation of response to endoplasmic reticulum stress	0.304256588632705	BP
1867	0.0882207717091266	2	20	GO:0042430	indole-containing compound metabolic process	0.30426633543295	BP
-1168	0.088908219243456807	2	51	GO:0007498	mesoderm development	0.306336366794678	BP
302	0.0892404994936235	4	798	GO:0032101	regulation of response to external stimulus	0.307179797766777	BP
377	0.0894223815311541	2	501	GO:0009416;GO:0009314	response to radiation	0.307504389378925	BP
-1519	0.0895355674725686	2	30	GO:1901661	quinone metabolic process	0.307592345788834	BP
-774	0.0896500870846288	2	116	GO:0010631	epithelial cell migration	0.307684707482045	BP
2505	0.0897525145766201	4	11	GO:0045820	negative regulation of glycolytic process	0.307735428396986	BP
1175	0.0900839163986206	2	50	GO:0046822	regulation of nucleocytoplasmic transport	0.308570371195665	BP
1902	0.0904547304885061	7	19	GO:0071726;GO:0071221;GO:0071724;GO:0070339;GO:0071220;GO:0032493	response to bacterial lipoprotein	0.309538556281818	BP
-2497	0.0906889411100053	2	11	GO:0002828	regulation of type 2 immune response	0.310006865455725	BP
-513	0.090768173650950107	5	264	GO:0045785	positive regulation of cell adhesion	0.310006865455725	BP
-649	0.0910430772829614	2	164	GO:0030512;GO:0017015;GO:0090101;GO:1903844	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	0.310518353975443	BP
-1149	0.0910948176003152	2	52	GO:0030514	negative regulation of BMP signaling pathway	0.310518353975443	BP
1622	0.0912440086043278	2	26	GO:0050951	sensory perception of temperature stimulus	0.310721550530232	BP
-1804	0.0914066602778878	2	21	GO:0006068;GO:0006067;GO:0034310	primary alcohol catabolic process	0.310721550530232	BP
-490	0.0916804718041075	2	289	GO:0030036;GO:0030029	actin filament-based process	0.310721550530232	BP
-1397	0.091702449496093	2	35	GO:0051279	regulation of release of sequestered calcium ion into cytosol	0.310721550530232	BP
943	0.0917070981422328	2	77	GO:0001936	regulation of endothelial cell proliferation	0.310721550530232	BP
260	0.091807594092048	2	1079	GO:0006508	proteolysis	0.310721550530232	BP
-872	0.0918312608649223	5	90	GO:0030510	regulation of BMP signaling pathway	0.310721550530232	BP
2002	0.0919108345174325	6	17	GO:0050687	negative regulation of defense response to virus	0.310721550530232	BP
697	0.0920659038887624	2	141	GO:0048545	response to steroid hormone	0.310721550530232	BP
245	0.0920781514395198	2	1215	GO:0009628	response to abiotic stimulus	0.310721550530232	BP
-1094	0.0921279219885991	2	57	GO:0061982	meiosis I cell cycle process	0.310721550530232	BP
-2129	0.0922235379136067	6	15	GO:0007063	regulation of sister chromatid cohesion	0.310745529380684	BP
1414	0.0924065485796609	3	34	GO:1905897	regulation of response to endoplasmic reticulum stress	0.311063654902387	BP
-1504	0.0925826601345634	2	30	GO:0010800;GO:0010799	regulation of peptidyl-threonine phosphorylation	0.311357969092387	BP
517	0.092748820723574	2	257	GO:0008202	steroid metabolic process	0.311618286660735	BP
2124	0.0928989551752128	3	15	GO:1904058	positive regulation of sensory perception of pain	0.31180192714925	BP
-2124	0.092981093057609	2	15	GO:0051593	response to folic acid	0.31180192714925	BP
1037	0.0931043825916362	4	63	GO:0045727	positive regulation of translation	0.311917449693926	BP
1120	0.0933160632997428	4	54	GO:0046651;GO:0032943;GO:0070661	leukocyte proliferation	0.312280229776121	BP
-1351	0.093390555757598	4	37	GO:0043090	amino acid import	0.312280229776121	BP
-1266	0.0940805716679295	2	42	GO:0044332	Wnt signaling pathway involved in dorsal/ventral axis specification	0.314288189463464	BP
-948	0.0942308374164637	2	75	GO:0044264	cellular polysaccharide metabolic process	0.314345879928782	BP
-499	0.094276904461694	2	274	GO:0051493	regulation of cytoskeleton organization	0.314345879928782	BP
-2270	0.0945463650585596	7	13	GO:0006103	2-oxoglutarate metabolic process	0.314945244516701	BP
561	0.0949076446092585	2	215	GO:0003012	muscle system process	0.315746102147745	BP
1194	0.094966643084027	4	47	GO:0038093	Fc receptor signaling pathway	0.315746102147745	BP
-2359	0.0950984679889627	2	12	GO:0009826	unidimensional cell growth	0.315840267608842	BP
2463	0.0952386832612918	3	11	GO:0060292	long-term synaptic depression	0.315840267608842	BP
1602	0.0953795849020693	2	26	GO:0034698	response to gonadotropin	0.315840267608842	BP
1422	0.0954417247525929	2	33	GO:0051153	regulation of striated muscle cell differentiation	0.315840267608842	BP
-1826	0.0954447519034411	4	20	GO:0036296;GO:0055093	response to increased oxygen levels	0.315840267608842	BP
1781	0.0955477508961711	2	21	GO:0048169	regulation of long-term neuronal synaptic plasticity	0.315868746824435	BP
646	0.0957434701988457	2	161	GO:0097190	apoptotic signaling pathway	0.315868746824435	BP
226	0.0957948693785123	2	1422	GO:0051649	establishment of localization in cell	0.315868746824435	BP
-1665	0.095835197174877	2	24	GO:0010543	regulation of platelet activation	0.315868746824435	BP
-1700	0.0959031854499709	2	23	GO:0002698	negative regulation of immune effector process	0.315868746824435	BP
1439	0.0965409814265894	7	32	GO:0009070	serine family amino acid biosynthetic process	0.317671401863876	BP
1438	0.0967151202636696	2	32	GO:0006986;GO:0035966	response to topologically incorrect protein	0.317946430005378	BP
-2253	0.097123246699125	2	13	GO:0045056	transcytosis	0.318468001665605	BP
883	0.0972131868625299	2	85	GO:0031098	stress-activated protein kinase signaling cascade	0.318468001665605	BP
-1374	0.0972133173858526	2	35	GO:0006303	double-strand break repair via nonhomologous end joining	0.318468001665605	BP
2170	0.0972365986287464	3	14	GO:0008535	respiratory chain complex IV assembly	0.318468001665605	BP
1086	0.09736457283885	4	56	GO:0010923;GO:0035305	negative regulation of dephosphorylation	0.31858994896291	BP
-2028	0.0975474387224074	3	16	GO:0016575	histone deacetylation	0.318866287706975	BP
2168	0.0976449880726699	2	14	GO:0031293	membrane protein intracellular domain proteolysis	0.318866287706975	BP
443	0.0977214826467404	5	341	GO:0000209	protein polyubiquitination	0.318866287706975	BP
1039	0.097923524251205	3	61	GO:0032197	transposition, RNA-mediated	0.319023508771125	BP
-397	0.0979513934649026	2	426	GO:0098609	cell-cell adhesion	0.319023508771125	BP
2165	0.0980547470941632	2	14	GO:0016556	mRNA modification	0.319064149256355	BP
210	0.0991576498794506	2	1633	GO:0071702;GO:0071705	organic substance transport	0.322354174746992	BP
-1553	0.0994730362108393	2	27	GO:0006195	purine nucleotide catabolic process	0.32308032390033	BP
2327	0.0996978063811917	2	12	GO:0043981;GO:0043982	histone H4-K5 acetylation	0.32351108891346	BP
-964	0.100184615144586	3	70	GO:0002573	myeloid leukocyte differentiation	0.323962600729392	BP
443	0.100266786487328	4	336	GO:0002694;GO:0050865	regulation of cell activation	0.323962600729392	BP
-520	0.100278645346367	2	243	GO:1903706	regulation of hemopoiesis	0.323962600729392	BP
1228	0.100333265516189	5	43	GO:1900182	positive regulation of protein localization to nucleus	0.323962600729392	BP
1799	0.100338790754235	3	20	GO:0030859	polarized epithelial cell differentiation	0.323962600729392	BP
1951	0.100390575218906	2	17	GO:1903792;GO:0032891	negative regulation of anion transport	0.323962600729392	BP
518	0.100509433060071	3	244	GO:0071214;GO:0104004	cellular response to environmental stimulus	0.324048319076133	BP
1844	0.100672671031881	2	19	GO:1903579;GO:1900543;GO:0045980	negative regulation of ATP metabolic process	0.324276833021041	BP
-2146	0.100984364357412	6	14	GO:0000915;GO:0000912;GO:0044837	actomyosin contractile ring organization	0.324905661775874	BP
-1841	0.101330884339129	2	19	GO:0043569;GO:0043567	regulation of insulin-like growth factor receptor signaling pathway	0.324905661775874	BP
-2144	0.101331217983346	4	14	GO:0048665	neuron fate specification	0.324905661775874	BP
-1419	0.101331557211367	4	32	GO:0016199;GO:0016198;GO:0035385	Roundabout signaling pathway	0.324905661775874	BP
981	0.101423044919271	4	67	GO:0006767	water-soluble vitamin metabolic process	0.324905661775874	BP
785	0.101458713179859	5	105	GO:0050773	regulation of dendrite development	0.324905661775874	BP
2070	0.101515668176626	3	15	GO:0006783	heme biosynthetic process	0.324905661775874	BP
2068	0.101846634402904	4	15	GO:0045947	negative regulation of translational initiation	0.325668063195443	BP
-1145	0.102063904360046	2	49	GO:0048563	post-embryonic animal organ morphogenesis	0.326065849142968	BP
-1512	0.10245640718831	2	28	GO:0042059;GO:1901185	negative regulation of ERBB signaling pathway	0.326757588293829	BP
-1437	0.102466563574909	2	31	GO:1900120	regulation of receptor binding	0.326757588293829	BP
