delta.rank	pval	level	nseqs	term	name	p.adj	goDivision
-292	0.153821409013802	4	593	GO:0051336	regulation of hydrolase activity	0.450544071421129	BP
-2015	0.153839453835208	2	12	GO:0001892	embryonic placenta development	0.450544071421129	BP
-791	0.154176472896215	2	78	GO:0071901	negative regulation of protein serine/threonine kinase activity	0.450544071421129	BP
-987	0.154266358716976	2	50	GO:0042744;GO:0042743	hydrogen peroxide metabolic process	0.450544071421129	BP
2013	0.154282883731354	3	12	GO:0045292	mRNA cis splicing, via spliceosome	0.450544071421129	BP
-1295	0.154329304646816	6	29	GO:0014910	regulation of smooth muscle cell migration	0.450544071421129	BP
-1365	0.155147719407364	2	26	GO:0008356	asymmetric cell division	0.452395421385277	BP
-985	0.155223133540714	3	50	GO:0030195;GO:0050819;GO:0061045;GO:1900047	negative regulation of wound healing	0.452395421385277	BP
-884	0.155419499804664	3	62	GO:0006040;GO:1901071	amino sugar metabolic process	0.452395421385277	BP
-1114	0.155481676719275	3	39	GO:0048791;GO:0017156	calcium-ion regulated exocytosis	0.452395421385277	BP
-863	0.155726228888553	2	65	GO:0010770;GO:0010769	regulation of cell morphogenesis involved in differentiation	0.452395421385277	BP
-1856	0.155847879253299	2	14	GO:0045109	intermediate filament organization	0.452395421385277	BP
755	0.155865165112809	3	85	GO:0042886;GO:0015833	amide transport	0.452395421385277	BP
-920	0.156169112625621	2	57	GO:0019835	cytolysis	0.452864723165401	BP
-549	0.156284750705144	3	161	GO:0009611	response to wounding	0.452864723165401	BP
-1446	0.156484081039743	3	23	GO:0035729;GO:0035728	cellular response to hepatocyte growth factor stimulus	0.453048227310483	BP
-289	0.156606078574865	3	596	GO:0040008	regulation of growth	0.453048227310483	BP
1634	0.156746729207623	4	18	GO:0071773;GO:0071772	cellular response to BMP stimulus	0.453081903684915	BP
2190	0.156985760075963	2	10	GO:0048854	brain morphogenesis	0.453399662324656	BP
-727	0.157435199012658	2	91	GO:0060041	retina development in camera-type eye	0.453845990978808	BP
-1243	0.157619914099296	4	31	GO:0043011;GO:0001773;GO:0031666;GO:0031664	regulation of lipopolysaccharide-mediated signaling pathway	0.453845990978808	BP
934	0.157645235610811	7	55	GO:0010507	negative regulation of autophagy	0.453845990978808	BP
1055	0.157835853757517	9	43	GO:1990390	protein K33-linked ubiquitination	0.453845990978808	BP
865	0.157900922946131	5	64	GO:0010565	regulation of cellular ketone metabolic process	0.453845990978808	BP
2083	0.157957884154676	2	11	GO:0018206	peptidyl-methionine modification	0.453845990978808	BP
-998	0.158044888088577	1	48	GO:0043473	pigmentation	0.453845990978808	BP
2184	0.158202134088169	3	10	GO:1905820	positive regulation of chromosome separation	0.453926384736642	BP
-699	0.158641256090278	3	98	GO:0010811	positive regulation of cell-substrate adhesion	0.454814768480862	BP
457	0.158972611155505	3	231	GO:0034655	nucleobase-containing compound catabolic process	0.455381412234255	BP
-850	0.159136417506463	2	66	GO:0050852;GO:0050851	antigen receptor-mediated signaling pathway	0.455381412234255	BP
-1541	0.159227896988515	2	20	GO:0006703	estrogen biosynthetic process	0.455381412234255	BP
-1436	0.159612520485064	5	23	GO:1903118	urate homeostasis	0.455923027627939	BP
1405	0.159720418544882	2	24	GO:0009168;GO:0009127;GO:0009167;GO:0009126	purine ribonucleoside monophosphate metabolic process	0.455923027627939	BP
1164	0.159806733203301	4	35	GO:0048488;GO:0140238	synaptic vesicle endocytosis	0.455923027627939	BP
-1838	0.160055878068751	4	14	GO:0043589	skin morphogenesis	0.456263184884297	BP
408	0.160390359841269	2	288	GO:0051640	organelle localization	0.456845858688189	BP
-1233	0.160781820154338	2	31	GO:0072666;GO:0072665	protein localization to vacuole	0.457589750714777	BP
1035	0.160962772976144	3	44	GO:0006677	glycosylceramide metabolic process	0.457733812706249	BP
900	0.161854707907863	2	58	GO:1904357;GO:0032205	negative regulation of telomere maintenance	0.459519598886729	BP
-1768	0.1619080887624	2	15	GO:1904058	positive regulation of sensory perception of pain	0.459519598886729	BP
-1459	0.162074943378548	6	22	GO:0048741;GO:0014904	myotube cell development	0.459519598886729	BP
-1767	0.162114118172169	2	15	GO:0043650	dicarboxylic acid biosynthetic process	0.459519598886729	BP
-1368	0.162408243458159	2	25	GO:0003208;GO:0003206	cardiac chamber morphogenesis	0.459791612989946	BP
-915	0.162471922471675	7	56	GO:0007179	transforming growth factor beta receptor signaling pathway	0.459791612989946	BP
-1340	0.162942315576781	2	26	GO:0007476;GO:0035114;GO:0035120	post-embryonic appendage morphogenesis	0.460730067599698	BP
2058	0.163065909460827	4	11	GO:0006491	N-glycan processing	0.460730067599698	BP
-1392	0.163725318189533	2	24	GO:0003044	regulation of systemic arterial blood pressure mediated by a chemical signal	0.461787772923049	BP
-493	0.163886831786904	2	193	GO:0043523	regulation of neuron apoptotic process	0.461787772923049	BP
1563	0.164014757031447	3	19	GO:0033683;GO:0006296	nucleotide-excision repair, DNA incision	0.461787772923049	BP
-549	0.164100084037778	5	155	GO:1903034	regulation of response to wounding	0.461787772923049	BP
-859	0.164245596637539	3	63	GO:0043112	receptor metabolic process	0.461787772923049	BP
-1004	0.164354591775335	2	46	GO:0030901	midbrain development	0.461787772923049	BP
-1451	0.16439831325635	2	22	GO:0048706	embryonic skeletal system development	0.461787772923049	BP
-1243	0.164492170821963	3	30	GO:0043903	regulation of biological process involved in symbiotic interaction	0.461787772923049	BP
2149	0.164941380450798	6	10	GO:1902931	negative regulation of alcohol biosynthetic process	0.46267901608882	BP
-1961	0.165200829575137	3	12	GO:0007412	axon target recognition	0.462771933816734	BP
-1647	0.165238042427729	3	17	GO:0071372;GO:0032354;GO:0071371	response to follicle-stimulating hormone	0.462771933816734	BP
1146	0.166093487043393	2	35	GO:0003148	outflow tract septum morphogenesis	0.464578616011749	BP
-759	0.166147705498507	2	80	GO:0009636	response to toxic substance	0.464578616011749	BP
-716	0.166337431807161	4	90	GO:1903828	negative regulation of protein localization	0.4647391093928	BP
-2041	0.166684722533093	4	11	GO:0046487	glyoxylate metabolic process	0.465096780037847	BP
-1257	0.166730309244775	2	29	GO:0002922	positive regulation of humoral immune response	0.465096780037847	BP
1020	0.167052067722512	3	44	GO:0006749	glutathione metabolic process	0.46553333323785	BP
-1196	0.167151917201859	3	32	GO:0048168	regulation of neuronal synaptic plasticity	0.46553333323785	BP
-2133	0.168011715529026	2	10	GO:0060736	prostate gland growth	0.467140494944453	BP
-231	0.168041365129898	2	902	GO:0044265;GO:0009057	macromolecule catabolic process	0.467140494944453	BP
-1870	0.168372381206743	3	13	GO:0001945	lymph vessel development	0.467140494944453	BP
-1376	0.16839817650956	2	24	GO:0034332	adherens junction organization	0.467140494944453	BP
-936	0.168478183676028	2	52	GO:0035725	sodium ion transmembrane transport	0.467140494944453	BP
741	0.168527052134004	6	83	GO:0006493	protein O-linked glycosylation	0.467140494944453	BP
-297	0.168774843949542	2	529	GO:0006875;GO:0055065	metal ion homeostasis	0.467458400592107	BP
-1544	0.169192351091847	2	19	GO:1904036;GO:2000352	negative regulation of epithelial cell apoptotic process	0.468245498057184	BP
-862	0.169349538991561	4	61	GO:0042472	inner ear morphogenesis	0.468311481053828	BP
-1294	0.169647759869153	3	27	GO:2000679	positive regulation of transcription regulatory region DNA binding	0.468767059528297	BP
-1187	0.170426731425891	5	32	GO:0048681;GO:0070571	negative regulation of neuron projection regeneration	0.470438608385855	BP
786	0.170520600363096	4	73	GO:0032508;GO:0032392	DNA geometric change	0.470438608385855	BP
418	0.171965998048922	3	259	GO:0006486;GO:0043413;GO:0070085	glycosylation	0.473891675615333	BP
-377	0.172166237020009	3	320	GO:0009582;GO:0009581	detection of abiotic stimulus	0.473891675615333	BP
-1575	0.172177043873908	3	18	GO:0045168	cell-cell signaling involved in cell fate commitment	0.473891675615333	BP
635	0.172653273736995	2	111	GO:1901098;GO:0043243;GO:1901096;GO:1904504;GO:1904502	positive regulation of protein-containing complex disassembly	0.474830303339332	BP
1018	0.172903674925628	2	43	GO:1900182	positive regulation of protein localization to nucleus	0.475146875069488	BP
-665	0.173425657060194	3	101	GO:0033875;GO:0034032;GO:0033865	ribonucleoside bisphosphate metabolic process	0.476208684593746	BP
-534	0.17466418667071	2	156	GO:0009952	anterior/posterior pattern specification	0.478979637500843	BP
-831	0.175094640436617	2	64	GO:0050885	neuromuscular process controlling balance	0.478979637500843	BP
-1773	0.175161148035388	4	14	GO:0044344	cellular response to fibroblast growth factor stimulus	0.478979637500843	BP
-416	0.17518239369515	2	258	GO:0045926	negative regulation of growth	0.478979637500843	BP
1233	0.175231052966365	3	29	GO:0010824;GO:0046605	regulation of centrosome cycle	0.478979637500843	BP
-551	0.175444583552245	4	146	GO:0002521	leukocyte differentiation	0.478979637500843	BP
872	0.175474493665667	2	58	GO:0048285	organelle fission	0.478979637500843	BP
-864	0.175525852352957	2	59	GO:0006836	neurotransmitter transport	0.478979637500843	BP
1299	0.175940629238033	2	26	GO:0030073	insulin secretion	0.479738734381966	BP
-935	0.177317111834285	2	50	GO:1905515	non-motile cilium assembly	0.481937116790288	BP
181	0.17738905542275	2	1454	GO:0044281	small molecule metabolic process	0.481937116790288	BP
-2087	0.177397011356517	2	10	GO:0021860	pyramidal neuron development	0.481937116790288	BP
-1831	0.177470343325842	5	13	GO:0072015;GO:0072310	glomerular epithelial cell development	0.481937116790288	BP
-678	0.177832640793536	2	95	GO:0035023	regulation of Rho protein signal transduction	0.481937116790288	BP
-532	0.17791545493109	2	155	GO:0045664	regulation of neuron differentiation	0.481937116790288	BP
-1131	0.178019157602453	3	34	GO:1905897	regulation of response to endoplasmic reticulum stress	0.481937116790288	BP
1828	0.178081726298885	2	13	GO:0060538	skeletal muscle organ development	0.481937116790288	BP
-806	0.178114953533831	3	67	GO:0042133	neurotransmitter metabolic process	0.481937116790288	BP
1761	0.178119128016456	2	14	GO:0015986;GO:0015985;GO:1902600	ATP synthesis coupled proton transport	0.481937116790288	BP
1761	0.178312940206244	5	14	GO:0000915;GO:0000912;GO:0044837	actomyosin contractile ring organization	0.482090104699252	BP
-586	0.17866733403433	3	127	GO:0048592;GO:0090596	sensory organ morphogenesis	0.482676674714282	BP
-213	0.178950596466814	3	1018	GO:0032270;GO:0051247	positive regulation of protein metabolic process	0.482882977118472	BP
761	0.179018689125356	2	75	GO:1901616	organic hydroxy compound catabolic process	0.482882977118472	BP
-1002	0.179685320044028	3	43	GO:0016574	histone ubiquitination	0.484309166534633	BP
-1751	0.180686538695565	5	14	GO:0070266;GO:0097343;GO:1901026	necroptotic process	0.486587772485916	BP
-729	0.180807814092859	4	81	GO:0048514	blood vessel morphogenesis	0.486587772485916	BP
-1889	0.181233413302268	2	12	GO:0008039	synaptic target recognition	0.487359684163526	BP
-330	0.181509410464418	2	402	GO:0031331;GO:0009896	positive regulation of catabolic process	0.487373614470423	BP
-819	0.181538199518826	6	64	GO:0031397;GO:1903321	negative regulation of protein modification by small protein conjugation or removal	0.487373614470423	BP
-1363	0.181736989772003	2	23	GO:0003015	heart process	0.487373614470423	BP
1061	0.181793688768865	4	38	GO:2000756;GO:1901983;GO:0035065	regulation of protein acetylation	0.487373614470423	BP
-1683	0.18282721799526	4	15	GO:0031639	plasminogen activation	0.489770548893481	BP
1231	0.183386315178347	2	28	GO:0014015	positive regulation of gliogenesis	0.490739444280571	BP
-828	0.183574785779101	2	62	GO:0140029	exocytic process	0.490739444280571	BP
-1329	0.183608095041193	4	24	GO:0043330	response to exogenous dsRNA	0.490739444280571	BP
1207	0.184383713093984	2	29	GO:0006544	glycine metabolic process	0.492437718924769	BP
-813	0.184729851353355	2	64	GO:0042402;GO:0009310	cellular biogenic amine catabolic process	0.492987262882206	BP
1353	0.184981003931048	3	23	GO:0051973	positive regulation of telomerase activity	0.493282677149461	BP
-776	0.185611818549852	2	70	GO:0002573	myeloid leukocyte differentiation	0.494011155811925	BP
-332	0.185660459372202	2	390	GO:0045596	negative regulation of cell differentiation	0.494011155811925	BP
-1111	0.185847132471141	2	34	GO:0001906	cell killing	0.494011155811925	BP
-642	0.186081551038299	6	102	GO:0033135	regulation of peptidyl-serine phosphorylation	0.494011155811925	BP
-1037	0.186093751398649	2	39	GO:0051341	regulation of oxidoreductase activity	0.494011155811925	BP
-1110	0.186098166041907	6	34	GO:0043277	apoptotic cell clearance	0.494011155811925	BP
-595	0.186340005214817	6	119	GO:0045907	positive regulation of vasoconstriction	0.494279530448971	BP
1727	0.186613648524331	2	14	GO:0006297	nucleotide-excision repair, DNA gap filling	0.494631798956566	BP
-2042	0.186908039813533	2	10	GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	0.495038488555903	BP
-1199	0.187384768540998	3	29	GO:0031290	retinal ganglion cell axon guidance	0.495927134224555	BP
-475	0.187716062766025	4	186	GO:0040013	negative regulation of locomotion	0.496429828640271	BP
-826	0.187928145578384	2	61	GO:0030010	establishment of cell polarity	0.496616739858002	BP
-505	0.188255063708339	3	164	GO:0045089;GO:0002833	positive regulation of response to biotic stimulus	0.497065647882521	BP
-1074	0.188403079780054	2	36	GO:0006509	membrane protein ectodomain proteolysis	0.497065647882521	BP
1439	0.188550717025169	2	20	GO:0035308;GO:0032515	negative regulation of protein dephosphorylation	0.497065647882521	BP
-594	0.188664153937187	2	118	GO:0043279	response to alkaloid	0.497065647882521	BP
-543	0.189019776271289	4	141	GO:0050796;GO:0090276;GO:0002791;GO:0090087	regulation of peptide transport	0.497629276060545	BP
-1086	0.189540701095709	2	35	GO:0050848	regulation of calcium-mediated signaling	0.498575576667817	BP
753	0.189663146477279	3	73	GO:0006687	glycosphingolipid metabolic process	0.498575576667817	BP
1779	0.189940103420029	2	13	GO:0045071	negative regulation of viral genome replication	0.498930174428678	BP
836	0.190346556801933	4	59	GO:0008015	blood circulation	0.498981848515017	BP
1511	0.190375694726707	2	18	GO:0006409;GO:0051031;GO:0097064	ncRNA export from nucleus	0.498981848515017	BP
-447	0.190386012816094	4	208	GO:0050808	synapse organization	0.498981848515017	BP
-1024	0.191785772220833	3	39	GO:0010763;GO:0010762	regulation of fibroblast migration	0.501637911728874	BP
2020	0.191879522409534	3	10	GO:1905331	negative regulation of morphogenesis of an epithelium	0.501637911728874	BP
799	0.191999317999766	2	64	GO:0002220;GO:0002758	innate immune response-activating signal transduction	0.501637911728874	BP
-235	0.192000903341453	1	775	GO:0007610	behavior	0.501637911728874	BP
-1147	0.192157331046943	3	31	GO:0072218;GO:0072021;GO:0072234;GO:0072170;GO:0072243;GO:0072207	metanephric nephron tubule development	0.501637911728874	BP
-1361	0.192256443390394	2	22	GO:0051481	negative regulation of cytosolic calcium ion concentration	0.501637911728874	BP
-1462	0.192970508797097	5	19	GO:0046653	tetrahydrofolate metabolic process	0.502809513220975	BP
-810	0.192991806327413	4	62	GO:0001649	osteoblast differentiation	0.502809513220975	BP
-400	0.193138609474725	2	257	GO:0008202	steroid metabolic process	0.502818974407142	BP
1588	0.194491746901472	6	16	GO:0016575	histone deacetylation	0.50578900013625006	BP
828	0.19456746559911	4	59	GO:0006895	Golgi to endosome transport	0.50578900013625006	BP
-689	0.195021169658352	2	85	GO:0042060	wound healing	0.506381026443358	BP
-598	0.195183372029133	3	113	GO:0001568	blood vessel development	0.506381026443358	BP
-1072	0.195227764750657	2	35	GO:0007032	endosome organization	0.506381026443358	BP
1056	0.1955467056775	3	36	GO:0030913;GO:0002175	paranodal junction assembly	0.50683397073017	BP
797	0.196813417513084	2	63	GO:1990830;GO:1990823	cellular response to leukemia inhibitory factor	0.509572268870301	BP
-1687	0.197258440932029	4	14	GO:0060339	negative regulation of type I interferon-mediated signaling pathway	0.509572268870301	BP
-1083	0.197319985010332	2	34	GO:0003073	regulation of systemic arterial blood pressure	0.509572268870301	BP
1821	0.197324083223705	2	12	GO:0045943	positive regulation of transcription by RNA polymerase I	0.509572268870301	BP
986	0.197328669038613	3	41	GO:0045666	positive regulation of neuron differentiation	0.509572268870301	BP
-418	0.197602684738683	2	230	GO:0044272	sulfur compound biosynthetic process	0.509661152886388	BP
-931	0.197653328653548	2	46	GO:0060349	bone morphogenesis	0.509661152886388	BP
-1342	0.198424378989052	3	22	GO:0050927;GO:0050926	positive regulation of positive chemotaxis	0.511273968458951	BP
1680	0.199011228460403	6	14	GO:0046339	diacylglycerol metabolic process	0.512410142487489	BP
-1020	0.19937542919026	3	38	GO:1901223	negative regulation of NIK/NF-kappaB signaling	0.512971800231643	BP
-1439	0.200190559360472	2	19	GO:0021604;GO:0048532	anatomical structure arrangement	0.514689259287412	BP
-1809	0.2003360528035	4	12	GO:0060601	lateral sprouting from an epithelium	0.514689259287412	BP
1807	0.200875933036575	2	12	GO:0043981;GO:0043982	histone H4-K5 acetylation	0.515699032766412	BP
-1806	0.201042263417283	2	12	GO:0097201	negative regulation of transcription from RNA polymerase II promoter in response to stress	0.515749035150838	BP
-503	0.201195552350851	3	156	GO:0045732	positive regulation of protein catabolic process	0.515765532741744	BP
-989	0.201364987345523	2	40	GO:0070208	protein heterotrimerization	0.515823366562711	BP
-1042	0.201896785129541	4	36	GO:0048524	positive regulation of viral process	0.516701741377357	BP
-405	0.202002132947355	2	241	GO:0007005	mitochondrion organization	0.516701741377357	BP
492	0.202322672844218	2	162	GO:0006091	generation of precursor metabolites and energy	0.517144997837623	BP
-952	0.202709304736783	2	43	GO:0048701	embryonic cranial skeleton morphogenesis	0.517601571727615	BP
-257	0.202864663545049	2	610	GO:0009725	response to hormone	0.517601571727615	BP
-415	0.203014076249695	3	228	GO:0008016	regulation of heart contraction	0.517601571727615	BP
-575	0.203253293043275	2	118	GO:0070588	calcium ion transmembrane transport	0.517601571727615	BP
-1968	0.203557489337853	2	10	GO:0014012	peripheral nervous system axon regeneration	0.517601571727615	BP
-1663	0.203637242492457	3	14	GO:0007597;GO:0072376	protein activation cascade	0.517601571727615	BP
-1358	0.20380065586486	2	21	GO:0045742;GO:1901186	positive regulation of ERBB signaling pathway	0.517601571727615	BP
949	0.203912254098004	4	43	GO:1990542	mitochondrial transmembrane transport	0.517601571727615	BP
1874	0.203956554440918	2	11	GO:0010676	positive regulation of cellular carbohydrate metabolic process	0.517601571727615	BP
-1324	0.204440110504721	2	22	GO:0016126	sterol biosynthetic process	0.517601571727615	BP
1722	0.204577528297254	3	13	GO:0003181	atrioventricular valve morphogenesis	0.517601571727615	BP
-1195	0.204607276804818	5	27	GO:0042045;GO:0070633	transepithelial transport	0.517601571727615	BP
-1659	0.204649780800758	2	14	GO:0014911	positive regulation of smooth muscle cell migration	0.517601571727615	BP
-251	0.204733453776968	2	637	GO:0006511;GO:0019941;GO:0051603;GO:0043632	proteolysis involved in cellular protein catabolic process	0.517601571727615	BP
-596	0.205008262256835	2	109	GO:0050830	defense response to Gram-positive bacterium	0.517601571727615	BP
-718	0.205029487995885	2	75	GO:0044264	cellular polysaccharide metabolic process	0.517601571727615	BP
-1354	0.20506617109425	4	21	GO:0051220	cytoplasmic sequestering of protein	0.517601571727615	BP
-915	0.205315484311867	2	46	GO:0061098;GO:0061097	regulation of protein tyrosine kinase activity	0.517601571727615	BP
1461	0.205414030789452	2	18	GO:0000470	maturation of LSU-rRNA	0.517601571727615	BP
-1959	0.205448915429469	2	10	GO:1902932	positive regulation of alcohol biosynthetic process	0.517601571727615	BP
716	0.205850777529062	4	75	GO:1902850;GO:0007052	microtubule cytoskeleton organization involved in mitosis	0.518242244216535	BP
-1264	0.206040530571348	2	24	GO:0007450;GO:0007447;GO:0048190;GO:0035222	imaginal disc pattern formation	0.518348383500411	BP
1458	0.206226052836937	2	18	GO:0016572	histone phosphorylation	0.518443734834161	BP
-1129	0.206511982708888	2	30	GO:0090102	cochlea development	0.518463237750867	BP
-1031	0.206539473623054	3	36	GO:0060544;GO:0062098;GO:0010939	regulation of necrotic cell death	0.518463237750867	BP
1148	0.206676689308432	4	29	GO:0006090	pyruvate metabolic process	0.518463237750867	BP
-1713	0.207016536625922	2	13	GO:0010940	positive regulation of necrotic cell death	0.518945093954488	BP
1316	0.207512974516064	2	22	GO:1904353	regulation of telomere capping	0.519055622834109	BP
-733	0.207555339319729	2	71	GO:0010718;GO:0010717	regulation of epithelial to mesenchymal transition	0.519055622834109	BP
-511	0.207708368649554	2	147	GO:0001818	negative regulation of cytokine production	0.519055622834109	BP
-447	0.207739836157193	2	192	GO:0046395;GO:0016054	carboxylic acid catabolic process	0.519055622834109	BP
-749	0.207912843626396	2	68	GO:1901889	negative regulation of cell junction assembly	0.519055622834109	BP
1258	0.207986647670406	3	24	GO:0048710	regulation of astrocyte differentiation	0.519055622834109	BP
1027	0.208247918467044	2	36	GO:0045913	positive regulation of carbohydrate metabolic process	0.519055622834109	BP
1042	0.208329029576959	7	35	GO:0006303	double-strand break repair via nonhomologous end joining	0.519055622834109	BP
1185	0.208390782515972	2	27	GO:0051043	regulation of membrane protein ectodomain proteolysis	0.519055622834109	BP
-854	0.208725546261707	2	52	GO:0062207	regulation of pattern recognition receptor signaling pathway	0.519520991120563	BP
552	0.209152886090836	4	125	GO:0090103;GO:0090177;GO:0042249;GO:0043932;GO:0033690;GO:0033688	regulation of osteoblast proliferation	0.520215960305252	BP
-1773	0.209508778885723	4	12	GO:1905832	positive regulation of spindle assembly	0.520457479476161	BP
-567	0.20954637698727	3	118	GO:0030326;GO:0035108;GO:0035113	limb morphogenesis	0.520457479476161	BP
671	0.210042657260227	1	84	GO:0051703	biological process involved in intraspecies interaction between organisms	0.521321422118669	BP
1120	0.210423706755686	3	30	GO:1901661	quinone metabolic process	0.521898346134159	BP
-602	0.210903560436788	5	104	GO:1903531;GO:0051048	negative regulation of secretion	0.522719339628793	BP
-797	0.211786749760979	2	59	GO:0032869	cellular response to insulin stimulus	0.524165197874564	BP
-1932	0.211837973631409	2	10	GO:0060670	branching involved in labyrinthine layer morphogenesis	0.524165197874564	BP
979	0.211934675678212	2	39	GO:0000387	spliceosomal snRNP assembly	0.524165197874564	BP
-1365	0.212494775838767	2	20	GO:0030857	negative regulation of epithelial cell differentiation	0.525029740024778	BP
1300	0.212844721290921	2	22	GO:0009154;GO:0009261	ribonucleotide catabolic process	0.525029740024778	BP
-1271	0.21305128832971101	5	23	GO:0022416;GO:0036011;GO:0035285	imaginal disc-derived leg segmentation	0.525029740024778	BP
964	0.213063799307835	3	40	GO:0002285	lymphocyte activation involved in immune response	0.525029740024778	BP
746	0.213065473933283	2	67	GO:0048477;GO:0007292	female gamete generation	0.525029740024778	BP
1299	0.213181209930334	2	22	GO:0061036	positive regulation of cartilage development	0.525029740024778	BP
-298	0.213747705610897	2	427	GO:0016055;GO:1905114	cell surface receptor signaling pathway involved in cell-cell signaling	0.525661851253465	BP
-1924	0.213832427478333	4	10	GO:0043403	skeletal muscle tissue regeneration	0.525661851253465	BP
1150	0.21388689790467	2	28	GO:0035306	positive regulation of dephosphorylation	0.525661851253465	BP
-1475	0.214167192758221	2	17	GO:0039694;GO:0019079	viral genome replication	0.525880219844073	BP
-1832	0.214418609308144	2	11	GO:0071236	cellular response to antibiotic	0.525880219844073	BP
-600	0.214424964355556	2	103	GO:0030099	myeloid cell differentiation	0.525880219844073	BP
1518	0.214638681573859	2	16	GO:0006903	vesicle targeting	0.526037020019116	BP
832	0.216133602489272	2	53	GO:0035176	social behavior	0.529331389081118	BP
-1912	0.216632939901405	3	10	GO:0034314	Arp2/3 complex-mediated actin nucleation	0.529715030226969	BP
-848	0.216663120923938	4	51	GO:0055001	muscle cell development	0.529715030226969	BP
367	0.216742738734668	3	276	GO:0006979	response to oxidative stress	0.529715030226969	BP
1821	0.21707058645639	2	11	GO:0072553	terminal button organization	0.530147357186955	BP
1743	0.217238995530008	2	12	GO:0060563	neuroepithelial cell differentiation	0.530189959903675	BP
-1819	0.217622204796301	2	11	GO:0061371	determination of heart left/right asymmetry	0.530756377253201	BP
519	0.218031527116377	2	136	GO:0006457	protein folding	0.531385651098346	BP
-1080	0.219573716988095	2	31	GO:1905207	regulation of cardiocyte differentiation	0.53404040334971	BP
-470	0.219635098103105	2	165	GO:0048562	embryonic organ morphogenesis	0.53404040334971	BP
724	0.219910565537204	2	69	GO:0048002;GO:0019882	antigen processing and presentation	0.53404040334971	BP
-434	0.219992223200414	4	193	GO:0072594	establishment of protein localization to organelle	0.53404040334971	BP
1732	0.220156762999704	2	12	GO:0060581	cell fate commitment involved in pattern specification	0.53404040334971	BP
-1664	0.220253331934937	2	13	GO:0021633;GO:0045188	regulation of circadian sleep/wake cycle, non-REM sleep	0.53404040334971	BP
1549	0.220269766844259	6	15	GO:0010224	response to UV-B	0.53404040334971	BP
-841	0.220337284867235	3	51	GO:0042398	cellular modified amino acid biosynthetic process	0.53404040334971	BP
-1498	0.220985661026419	2	16	GO:0070327	thyroid hormone transport	0.535242511396402	BP
-838	0.221949553904607	3	51	GO:0031646	positive regulation of nervous system process	0.53702710182061	BP
1371	0.222247042949193	5	19	GO:0045687	positive regulation of glial cell differentiation	0.53702710182061	BP
-1889	0.222337444536875	2	10	GO:0048014	Tie signaling pathway	0.53702710182061	BP
1888	0.222386450763041	2	10	GO:0016926	protein desumoylation	0.53702710182061	BP
-1109	0.222487025384108	3	29	GO:0005513	detection of calcium ion	0.53702710182061	BP
270	0.223130638364641	2	501	GO:0009416;GO:0009314	response to radiation	0.537708898834335	BP
-1038	0.223319375212707	4	33	GO:0051491	positive regulation of filopodium assembly	0.537708898834335	BP
-455	0.22352697883602	2	173	GO:1901136	carbohydrate derivative catabolic process	0.537708898834335	BP
-1404	0.223544990526742	4	18	GO:0070830	bicellular tight junction assembly	0.537708898834335	BP
1719	0.223775948910862	4	12	GO:0120033	negative regulation of plasma membrane bounded cell projection assembly	0.537708898834335	BP
763	0.223815384406941	2	61	GO:0032465	regulation of cytokinesis	0.537708898834335	BP
-408	0.22393293794138	3	215	GO:0001501	skeletal system development	0.537708898834335	BP
341	0.224176557501577	3	309	GO:0006520;GO:1901605	cellular amino acid metabolic process	0.537708898834335	BP
1650	0.224206207176278	3	13	GO:0098586	cellular response to virus	0.537708898834335	BP
-1536	0.224330844252614	4	15	GO:0009437	carnitine metabolic process	0.537708898834335	BP
1166	0.224453657656929	4	26	GO:0046470	phosphatidylcholine metabolic process	0.537708898834335	BP
-1267	0.224834529417584	2	22	GO:0006779;GO:0033014	tetrapyrrole biosynthetic process	0.538222318409483	BP
1165	0.224974477057267	4	26	GO:0021591	ventricular system development	0.538222318409483	BP
-1004	0.225327179592004	4	35	GO:0060347	heart trabecula formation	0.538699152298923	BP
-536	0.225591675284126	2	123	GO:0061136	regulation of proteasomal protein catabolic process	0.538964601086973	BP
1584	0.225831804897627	5	14	GO:0000732	strand displacement	0.539111164072025	BP
-1874	0.22596003232176	5	10	GO:0006558;GO:1902221	erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process	0.539111164072025	BP
-1529	0.226391467098661	2	15	GO:1900426;GO:1900424	regulation of defense response to bacterium	0.539506942085896	BP
1708	0.226597467451196	2	12	GO:0022038	corpus callosum development	0.539506942085896	BP
-914	0.226725431268518	3	42	GO:0010613;GO:0010611;GO:0014742;GO:0014743;GO:0043502	regulation of muscle adaptation	0.539506942085896	BP
-470	0.226740389099881	2	160	GO:0072659;GO:1990778	protein localization to cell periphery	0.539506942085896	BP
1870	0.227002752500827	8	10	GO:0034182;GO:0034091	regulation of maintenance of mitotic sister chromatid cohesion	0.539765515763646	BP
-1029	0.227421330119903	2	33	GO:0002026	regulation of the force of heart contraction	0.54030495671541	BP
-550	0.227638838644521	2	116	GO:0010631	epithelial cell migration	0.54030495671541	BP
1158	0.227939517309489	3	26	GO:0030218	erythrocyte differentiation	0.54030495671541	BP
-1288	0.228002041097004	2	21	GO:0050994	regulation of lipid catabolic process	0.54030495671541	BP
